Date,Equally Weighted Composite_Index
06/10/2011,27.64676421682039
07/10/2011,27.71920859058698
10/10/2011,27.79990501761436
11/10/2011,27.85399884740511
12/10/2011,27.91246459086736
13/10/2011,27.977355433305103
14/10/2011,28.068134922186545
17/10/2011,28.160759062369664
18/10/2011,28.265353366533912
19/10/2011,28.324724765618647
20/10/2011,28.388870280186335
21/10/2011,28.49037268439929
24/10/2011,28.59913542747497
25/10/2011,28.680677632490795
26/10/2011,28.750611693461735
27/10/2011,28.84272821029027
28/10/2011,28.934849433898922
31/10/2011,29.015045944452282
01/11/2011,29.07132265607516
02/11/2011,29.154236087004346
03/11/2011,29.29353916446368
04/11/2011,29.416373095115027
07/11/2011,29.522704185644784
08/11/2011,29.620674934387203
09/11/2011,29.690313172737753
10/11/2011,29.766945535341897
11/11/2011,29.896274531284963
14/11/2011,30.04086164832115
15/11/2011,30.16846107602119
16/11/2011,30.264345250129708
17/11/2011,30.319055258433025
18/11/2011,30.367699577808377
21/11/2011,30.369873793522515
22/11/2011,30.363474643627804
23/11/2011,30.329508421023682
25/11/2011,30.2816902355353
28/11/2011,30.252413680156074
29/11/2011,30.240986715555188
30/11/2011,30.27340085228285
01/12/2011,30.326701238552733
02/12/2011,30.384604618946714
05/12/2011,30.43563512603442
06/12/2011,30.47079098343849
07/12/2011,30.524075715939205
08/12/2011,30.550103662411367
09/12/2011,30.558230637311937
12/12/2011,30.538812803030016
13/12/2011,30.524926477670668
14/12/2011,30.524306636254
15/12/2011,30.50866384704907
16/12/2011,30.465582849582034
19/12/2011,30.413527733087534
20/12/2011,30.39143753170967
21/12/2011,30.33514418164889
22/12/2011,30.333554421265926
23/12/2011,30.334330396254863
27/12/2011,30.307923545440037
28/12/2011,30.275098549524948
29/12/2011,30.24434686819712
30/12/2011,30.21365277171135
03/01/2012,30.216241976420083
04/01/2012,30.223954577445983
05/01/2012,30.25963022033373
06/01/2012,30.30448405226071
09/01/2012,30.373381799062095
10/01/2012,30.454546027183532
11/01/2012,30.508038238286968
12/01/2012,30.568099789222078
13/01/2012,30.574703015883763
17/01/2012,30.584807237386702
18/01/2012,30.61461800297102
19/01/2012,30.639136426846193
20/01/2012,30.679797910451885
23/01/2012,30.71603987018267
24/01/2012,30.78098764459292
25/01/2012,30.82399009029071
26/01/2012,30.88769396583239
27/01/2012,30.967862337032955
30/01/2012,31.06260347247123
31/01/2012,31.159407886266706
01/02/2012,31.268620733817414
02/02/2012,31.388436392545703
03/02/2012,31.493909201224653
06/02/2012,31.619212558666867
07/02/2012,31.737277355988812
08/02/2012,31.850517068306612
09/02/2012,31.966026815970743
10/02/2012,32.081599938074746
13/02/2012,32.19058434486389
14/02/2012,32.308602095842375
15/02/2012,32.410703451633445
16/02/2012,32.5328293188413
17/02/2012,32.647099728584294
21/02/2012,32.7538469584783
22/02/2012,32.85378257155419
23/02/2012,32.95900499383608
24/02/2012,33.058545683225
27/02/2012,33.15709550062816
28/02/2012,33.27048408985137
29/02/2012,33.36713410059612
01/03/2012,33.44810312191645
02/03/2012,33.51865399281184
05/03/2012,33.56291556954383
06/03/2012,33.597157110770546
07/03/2012,33.628129706780115
08/03/2012,33.67303487261135
09/03/2012,33.72622239549955
12/03/2012,33.774313415288916
13/03/2012,33.84089360833168
14/03/2012,33.90590447862943
15/03/2012,33.968596016168604
16/03/2012,34.031776136954626
19/03/2012,34.08132681886356
20/03/2012,34.1320479007562
21/03/2012,34.17917965928714
22/03/2012,34.221049937009816
23/03/2012,34.26407246788344
26/03/2012,34.33687629183134
27/03/2012,34.40696081201235
28/03/2012,34.46930981675784
29/03/2012,34.537130790948865
30/03/2012,34.58517080744109
02/04/2012,34.63948938806852
03/04/2012,34.69416998108228
04/04/2012,34.73497056762377
05/04/2012,34.755373883644744
09/04/2012,34.764590189059575
10/04/2012,34.75533808906873
11/04/2012,34.74585184057553
12/04/2012,34.7637314983209
13/04/2012,34.760887213945395
16/04/2012,34.75870153546333
17/04/2012,34.78588697512944
18/04/2012,34.81034947554271
19/04/2012,34.8225281627973
20/04/2012,34.82162145853043
23/04/2012,34.800757026275
24/04/2012,34.78070593237876
25/04/2012,34.772100485563286
26/04/2012,34.77770718614261
27/04/2012,34.76399583935738
30/04/2012,34.75119214256604
01/05/2012,34.74042575160662
02/05/2012,34.73598681092262
03/05/2012,34.71442929466566
04/05/2012,34.67134032448132
07/05/2012,34.620702249606445
08/05/2012,34.546470655997595
09/05/2012,34.47001749952634
10/05/2012,34.39261295596758
11/05/2012,34.31620743632317
14/05/2012,34.23086811105411
15/05/2012,34.135535943905516
16/05/2012,34.03587414781252
17/05/2012,33.93911985437076
18/05/2012,33.83485674579938
21/05/2012,33.76230724930763
22/05/2012,33.70243081291516
23/05/2012,33.63153886516889
24/05/2012,33.538993645906444
25/05/2012,33.46278027574222
29/05/2012,33.400035002231604
30/05/2012,33.299777744611106
31/05/2012,33.20787597338359
01/06/2012,33.09256219704946
04/06/2012,32.979910997549695
05/06/2012,32.88798312346141
06/06/2012,32.82726054112116
07/06/2012,32.73078123728435
08/06/2012,32.63227903286616
11/06/2012,32.52416784326236
12/06/2012,32.43383467356364
13/06/2012,32.328543750445036
14/06/2012,32.2253033196926
15/06/2012,32.159539313713715
18/06/2012,32.115153565009436
19/06/2012,32.08395969788233
20/06/2012,32.06129628817241
21/06/2012,32.00903792421023
22/06/2012,31.972522985537854
25/06/2012,31.912502270142244
26/06/2012,31.861709247430174
27/06/2012,31.822679171959557
28/06/2012,31.784577763477966
29/06/2012,31.797743302981065
02/07/2012,31.82293847640356
03/07/2012,31.83899589220683
05/07/2012,31.85708568890891
06/07/2012,31.853680378993356
09/07/2012,31.847110884984335
10/07/2012,31.827007981141413
11/07/2012,31.789674988190335
12/07/2012,31.755988699992496
13/07/2012,31.74346965471903
16/07/2012,31.7523456243674
17/07/2012,31.76365013281504
18/07/2012,31.793605146408076
19/07/2012,31.809924173752467
20/07/2012,31.81445974548658
23/07/2012,31.79337828000386
24/07/2012,31.781576274236038
25/07/2012,31.76340777397155
26/07/2012,31.776224313179647
27/07/2012,31.807973580360407
30/07/2012,31.81631006479264
31/07/2012,31.820529424349473
01/08/2012,31.811721506516143
02/08/2012,31.798655689557393
03/08/2012,31.838844310442607
06/08/2012,31.874871273040764
07/08/2012,31.945786019961037
08/08/2012,32.01686029911042
09/08/2012,32.08325583696365
10/08/2012,32.16338881810506
13/08/2012,32.20402631163598
14/08/2012,32.243638723691305
15/08/2012,32.276113048791885
16/08/2012,32.331720784107844
17/08/2012,32.413880931536355
20/08/2012,32.500497882366176
21/08/2012,32.593955291112266
22/08/2012,32.686722261110944
23/08/2012,32.77996385653814
24/08/2012,32.86105786601702
27/08/2012,32.94552138368288
28/08/2012,33.02279055953026
29/08/2012,33.07325763543446
30/08/2012,33.092230429251984
31/08/2012,33.137194132010144
04/09/2012,33.197811872164415
05/09/2012,33.26815966963768
06/09/2012,33.35773278435071
07/09/2012,33.41822109063466
10/09/2012,33.44964021722477
11/09/2012,33.49116993943851
12/09/2012,33.536085091829314
13/09/2012,33.598870260715486
14/09/2012,33.67138322869936
17/09/2012,33.71529925862947
18/09/2012,33.748410953283305
19/09/2012,33.76380637049675
20/09/2012,33.77653961618741
21/09/2012,33.78962342580159
24/09/2012,33.79007149775823
25/09/2012,33.7815513575077
26/09/2012,33.770751631657284
27/09/2012,33.77356236338615
28/09/2012,33.753178566694274
01/10/2012,33.73505026022592
02/10/2012,33.72109173178672
03/10/2012,33.71154395023982
04/10/2012,33.70974829395612
05/10/2012,33.71650844136874
08/10/2012,33.714639319976165
09/10/2012,33.70137905240059
10/10/2012,33.682225490808484
11/10/2012,33.660299418767295
12/10/2012,33.65724298159281
15/10/2012,33.65571259021759
16/10/2012,33.667627342144655
17/10/2012,33.659182575543724
18/10/2012,33.61003061691919
19/10/2012,33.54812803109486
22/10/2012,33.49972711205483
23/10/2012,33.434430564244586
24/10/2012,33.36570666710536
25/10/2012,33.29248001257578
26/10/2012,33.22029075145721
31/10/2012,33.15318787018458
01/11/2012,33.11936282992364
02/11/2012,33.07409077922504
05/11/2012,33.03912780006728
06/11/2012,33.0123477435112
07/11/2012,32.9656766585509
08/11/2012,32.9179971508185
09/11/2012,32.88079126437505
12/11/2012,32.82656091252963
13/11/2012,32.7677415172259
14/11/2012,32.68973818918069
15/11/2012,32.6088410170873
16/11/2012,32.531046673258146
19/11/2012,32.46784147103627
20/11/2012,32.399347983797384
21/11/2012,32.340700292984636
23/11/2012,32.31579025546709
26/11/2012,32.30226709942022
27/11/2012,32.28200629631677
28/11/2012,32.26632032434146
29/11/2012,32.24294573187828
30/11/2012,32.19994070291519
03/12/2012,32.17636032581329
04/12/2012,32.170495839913684
05/12/2012,32.18574400981269
06/12/2012,32.199531377156575
07/12/2012,32.22770774126053
10/12/2012,32.26583013653756
11/12/2012,32.30381432175637
12/12/2012,32.33005010644594
13/12/2012,32.35069503823915
14/12/2012,32.3489024134477
17/12/2012,32.37016513824463
18/12/2012,32.40011273145676
19/12/2012,32.42146639625232
20/12/2012,32.47445629914602
21/12/2012,32.533910113175715
24/12/2012,32.586896644035974
26/12/2012,32.63525555769603
27/12/2012,32.691586188475284
28/12/2012,32.75131387412548
31/12/2012,32.82980651855469
02/01/2013,32.93979840258756
03/01/2013,33.022973920504256
04/01/2013,33.11117049475511
07/01/2013,33.19210136453311
08/01/2013,33.247170193195345
09/01/2013,33.308610520164166
10/01/2013,33.386932897567746
11/01/2013,33.46245606104532
14/01/2013,33.53576093037923
15/01/2013,33.61070791959763
16/01/2013,33.69114033182463
17/01/2013,33.777673552433654
18/01/2013,33.86407154361407
22/01/2013,33.950277845064804
23/01/2013,34.04832694013914
24/01/2013,34.13552608609199
25/01/2013,34.22645907481511
28/01/2013,34.3231562379996
29/01/2013,34.42012906432152
30/01/2013,34.50914192597072
31/01/2013,34.588246554136276
01/02/2013,34.66325985193252
04/02/2013,34.722911088466645
05/02/2013,34.790436960061385
06/02/2013,34.86439100305239
07/02/2013,34.939123332897815
08/02/2013,35.03118849635125
11/02/2013,35.12188476880392
12/02/2013,35.225605087677636
13/02/2013,35.31513961037
14/02/2013,35.370423613786706
15/02/2013,35.43467991550763
19/02/2013,35.50893014113109
20/02/2013,35.5674336930116
21/02/2013,35.61914888342221
22/02/2013,35.68281917015712
25/02/2013,35.71547237634659
26/02/2013,35.753315295775735
27/02/2013,35.81036445816358
28/02/2013,35.867256276210156
01/03/2013,35.92776727716129
04/03/2013,35.98280435005824
05/03/2013,36.05245570460955
06/03/2013,36.1211189186573
07/03/2013,36.174048149585715
08/03/2013,36.23559011181195
11/03/2013,36.28316541830698
12/03/2013,36.330024867852536
13/03/2013,36.38758083780607
14/03/2013,36.45926481684049
15/03/2013,36.524070329268774
18/03/2013,36.56639315168063
19/03/2013,36.617698839108144
20/03/2013,36.670310968955356
21/03/2013,36.70281672954559
22/03/2013,36.74722712477048
25/03/2013,36.77353659192721
26/03/2013,36.81313665429751
27/03/2013,36.853596036434176
28/03/2013,36.904386267264684
01/04/2013,36.94264693617821
02/04/2013,36.98420924186706
03/04/2013,37.007192712624864
04/04/2013,37.04865566770236
05/04/2013,37.092162210543954
08/04/2013,37.12388099153837
09/04/2013,37.185498553117114
10/04/2013,37.262417080799736
11/04/2013,37.315171507994336
12/04/2013,37.3642679989338
15/04/2013,37.38162823001544
16/04/2013,37.41361484011014
17/04/2013,37.404468618234006
18/04/2013,37.37957486152649
19/04/2013,37.33227628469468
22/04/2013,37.28255160888036
23/04/2013,37.25517327308655
24/04/2013,37.219674466451
25/04/2013,37.19513041218122
26/04/2013,37.15500297387442
29/04/2013,37.14556798974672
30/04/2013,37.15867696046829
01/05/2013,37.16229205091794
02/05/2013,37.172292371590935
03/05/2013,37.21613091429075
06/05/2013,37.251344615618386
07/05/2013,37.2941416490078
08/05/2013,37.331184825499854
09/05/2013,37.35928150534629
10/05/2013,37.38056155403455
13/05/2013,37.40559691230456
14/05/2013,37.437417654196416
15/05/2013,37.48832216620445
16/05/2013,37.546355894009274
17/05/2013,37.633740976254145
20/05/2013,37.70864297707875
21/05/2013,37.77790936390559
22/05/2013,37.805451809167856
23/05/2013,37.84305957357088
24/05/2013,37.88626006563504
28/05/2013,37.968625167608266
29/05/2013,38.03001940290133
30/05/2013,38.13010607043901
31/05/2013,38.23031214714051
03/06/2013,38.36260105808576
04/06/2013,38.488236465851465
05/06/2013,38.57370385448138
06/06/2013,38.66927654584249
07/06/2013,38.76447183767955
10/06/2013,38.8624924035867
11/06/2013,38.92252771615982
12/06/2013,38.958034427563355
13/06/2013,39.02390931646028
14/06/2013,39.0626378027598
17/06/2013,39.104514011542
18/06/2013,39.155604596535376
19/06/2013,39.19331397016843
20/06/2013,39.191126499573386
21/06/2013,39.18848075151443
24/06/2013,39.16155893762907
25/06/2013,39.159171678622556
26/06/2013,39.155979427099226
27/06/2013,39.15507359703383
28/06/2013,39.13674111008645
01/07/2013,39.10713312506677
02/07/2013,39.08071152210236
03/07/2013,39.05958652734757
05/07/2013,39.070060202280686
08/07/2013,39.07362510204316
09/07/2013,39.084093555609385
10/07/2013,39.089367924531295
11/07/2013,39.11385946750641
12/07/2013,39.12817668596904
15/07/2013,39.15786597172419
16/07/2013,39.17630111853281
17/07/2013,39.20324912230174
18/07/2013,39.25547570506732
19/07/2013,39.28923385500907
22/07/2013,39.31142964363099
23/07/2013,39.33302285869916
24/07/2013,39.366181637048726
25/07/2013,39.4082022579511
26/07/2013,39.42585952679316
29/07/2013,39.441770084698994
30/07/2013,39.450826990207034
31/07/2013,39.45112149437269
01/08/2013,39.47844438910484
02/08/2013,39.536637513637544
05/08/2013,39.60266978700956
06/08/2013,39.67449097712834
07/08/2013,39.72317908366521
08/08/2013,39.77255646944046
09/08/2013,39.80914878765741
12/08/2013,39.865354592800145
13/08/2013,39.91967079321543
14/08/2013,39.97076080401739
15/08/2013,39.985155271689095
16/08/2013,39.98010813434919
19/08/2013,39.969550721247984
20/08/2013,39.95920215169589
21/08/2013,39.93631146510442
22/08/2013,39.90193809111913
23/08/2013,39.86658037265142
26/08/2013,39.82335747877757
27/08/2013,39.75181832512221
28/08/2013,39.677789175113034
29/08/2013,39.60041836857796
30/08/2013,39.53382832328479
03/09/2013,39.474769067366914
04/09/2013,39.43574948549271
05/09/2013,39.40620393951734
06/09/2013,39.37654078364373
09/09/2013,39.36974969704946
10/09/2013,39.38784598032633
11/09/2013,39.40380506833394
12/09/2013,39.41376870075861
13/09/2013,39.41135279814402
16/09/2013,39.418759611447655
17/09/2013,39.431069748004276
18/09/2013,39.47538412213325
19/09/2013,39.53001376231511
20/09/2013,39.56683345794678
23/09/2013,39.60784277041753
24/09/2013,39.642262779474265
25/09/2013,39.67435824712118
26/09/2013,39.709227979977925
27/09/2013,39.76391485174497
30/09/2013,39.81743737141291
01/10/2013,39.89223511417707
02/10/2013,39.95701343973478
03/10/2013,40.013504702250174
04/10/2013,40.07227834264437
07/10/2013,40.117457427978515
08/10/2013,40.14036189516385
09/10/2013,40.19492197434108
10/10/2013,40.2794728509585
11/10/2013,40.37334452708563
14/10/2013,40.483487217823665
15/10/2013,40.5678666818142
16/10/2013,40.64793966015179
17/10/2013,40.71387842655182
18/10/2013,40.78799217144648
21/10/2013,40.84606539567311
22/10/2013,40.89149353702864
23/10/2013,40.92203997969627
24/10/2013,40.98463257114092
25/10/2013,41.046170784632366
