,Total Vehicle Sales,Domestic Auto Production,15-Year Fixed Rate Mortgage Average in the United States,30-Year Fixed Rate Mortgage Average in the United States,Employment Level,Unemployment Rate,"Inflation, consumer prices for the United States",Federal Funds Effective Rate,"Trade Balance: Goods and Services, Balance of Payments Basis",Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,M1,M2,Industrial Production: Total Index,US_Manufacturing_PMI,New One Family Houses Sold,S&P CoreLogic Case-Shiller U.S. National Home Price Index,All-Transactions House Price Index for the United States,New Privately-Owned Housing Units Started: Total Units
2020-07-16,15.225,212.0,2.48,2.98,143779.0,10.2,1.23358439630629,0.09,-59746.0,259.101,16774.5,18311.4,95.0037,430698.0,983.0,219.22,462.16,1523.0
2020-07-17,15.225,212.0,2.48,2.98,143779.0,10.2,1.23358439630629,0.09,-59746.0,259.101,16774.5,18311.4,95.0037,430698.0,983.0,219.22,462.16,1523.0
2020-07-18,15.225,212.0,2.48,2.98,143779.0,10.2,1.23358439630629,0.09,-59746.0,259.101,16774.5,18311.4,95.0037,430698.0,983.0,219.22,462.16,1523.0
2020-07-19,15.225,212.0,2.48,2.98,143779.0,10.2,1.23358439630629,0.09,-59746.0,259.101,16774.5,18311.4,95.0037,430698.0,983.0,219.22,462.16,1523.0
2020-07-20,15.225,212.0,2.48,2.98,143779.0,10.2,1.23358439630629,0.09,-59746.0,259.101,16774.5,18311.4,95.0037,430698.0,983.0,219.22,462.16,1523.0
2020-07-21,15.225,212.0,2.48,2.98,143779.0,10.2,1.23358439630629,0.09,-59746.0,259.101,16774.5,18311.4,95.0037,430698.0,983.0,219.22,462.16,1523.0
2020-07-22,15.225,212.0,2.48,2.98,143779.0,10.2,1.23358439630629,0.09,-59746.0,259.101,16774.5,18311.4,95.0037,430698.0,983.0,219.22,462.16,1523.0
2020-07-23,15.225,212.0,2.54,3.01,143779.0,10.2,1.23358439630629,0.09,-59746.0,259.101,16774.5,18311.4,95.0037,430698.0,983.0,219.22,462.16,1523.0
2020-07-24,15.225,212.0,2.54,3.01,143779.0,10.2,1.23358439630629,0.09,-59746.0,259.101,16774.5,18311.4,95.0037,430698.0,983.0,219.22,462.16,1523.0
2020-07-25,15.225,212.0,2.54,3.01,143779.0,10.2,1.23358439630629,0.09,-59746.0,259.101,16774.5,18311.4,95.0037,430698.0,983.0,219.22,462.16,1523.0
2020-07-26,15.225,212.0,2.54,3.01,143779.0,10.2,1.23358439630629,0.09,-59746.0,259.101,16774.5,18311.4,95.0037,430698.0,983.0,219.22,462.16,1523.0
2020-07-27,15.225,212.0,2.54,3.01,143779.0,10.2,1.23358439630629,0.09,-59746.0,259.101,16774.5,18311.4,95.0037,430698.0,983.0,219.22,462.16,1523.0
2020-07-28,15.225,212.0,2.54,3.01,143779.0,10.2,1.23358439630629,0.09,-59746.0,259.101,16774.5,18311.4,95.0037,430698.0,983.0,219.22,462.16,1523.0
2020-07-29,15.225,212.0,2.54,3.01,143779.0,10.2,1.23358439630629,0.09,-59746.0,259.101,16774.5,18311.4,95.0037,430698.0,983.0,219.22,462.16,1523.0
2020-07-30,15.225,212.0,2.51,2.99,143779.0,10.2,1.23358439630629,0.09,-59746.0,259.101,16774.5,18311.4,95.0037,430698.0,983.0,219.22,462.16,1523.0
2020-07-31,15.225,212.0,2.51,2.99,143779.0,10.2,1.23358439630629,0.09,-59746.0,259.101,16774.5,18311.4,95.0037,430698.0,983.0,219.22,462.16,1523.0
2020-08-01,15.932,192.1,2.51,2.99,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-02,15.932,192.1,2.51,2.99,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-03,15.932,192.1,2.51,2.99,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-04,15.932,192.1,2.51,2.99,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-05,15.932,192.1,2.51,2.99,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-06,15.932,192.1,2.44,2.88,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-07,15.932,192.1,2.44,2.88,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-08,15.932,192.1,2.44,2.88,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-09,15.932,192.1,2.44,2.88,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-10,15.932,192.1,2.44,2.88,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-11,15.932,192.1,2.44,2.88,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-12,15.932,192.1,2.44,2.88,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-13,15.932,192.1,2.46,2.96,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-14,15.932,192.1,2.46,2.96,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-15,15.932,192.1,2.46,2.96,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-16,15.932,192.1,2.46,2.96,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-17,15.932,192.1,2.46,2.96,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-18,15.932,192.1,2.46,2.96,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-19,15.932,192.1,2.46,2.96,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-20,15.932,192.1,2.54,2.99,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-21,15.932,192.1,2.54,2.99,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-22,15.932,192.1,2.54,2.99,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-23,15.932,192.1,2.54,2.99,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-24,15.932,192.1,2.54,2.99,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-25,15.932,192.1,2.54,2.99,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-26,15.932,192.1,2.54,2.99,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-27,15.932,192.1,2.46,2.91,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-28,15.932,192.1,2.46,2.91,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-29,15.932,192.1,2.46,2.91,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-30,15.932,192.1,2.46,2.91,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-08-31,15.932,192.1,2.46,2.91,147245.0,8.4,1.23358439630629,0.1,-62136.0,259.918,16898.8,18382.2,95.9294,437213.0,1022.0,222.278,462.16,1401.0
2020-09-01,16.739,189.6,2.46,2.91,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-02,16.739,189.6,2.46,2.91,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-03,16.739,189.6,2.42,2.93,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-04,16.739,189.6,2.42,2.93,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-05,16.739,189.6,2.42,2.93,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-06,16.739,189.6,2.42,2.93,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-07,16.739,189.6,2.42,2.93,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-08,16.739,189.6,2.42,2.93,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-09,16.739,189.6,2.42,2.93,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-10,16.739,189.6,2.37,2.86,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-11,16.739,189.6,2.37,2.86,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-12,16.739,189.6,2.37,2.86,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-13,16.739,189.6,2.37,2.86,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-14,16.739,189.6,2.37,2.86,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-15,16.739,189.6,2.37,2.86,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-16,16.739,189.6,2.37,2.86,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-17,16.739,189.6,2.35,2.87,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-18,16.739,189.6,2.35,2.87,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-19,16.739,189.6,2.35,2.87,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-20,16.739,189.6,2.35,2.87,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-21,16.739,189.6,2.35,2.87,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-22,16.739,189.6,2.35,2.87,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-23,16.739,189.6,2.35,2.87,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-24,16.739,189.6,2.4,2.9,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-25,16.739,189.6,2.4,2.9,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-26,16.739,189.6,2.4,2.9,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-27,16.739,189.6,2.4,2.9,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-28,16.739,189.6,2.4,2.9,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-29,16.739,189.6,2.4,2.9,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-09-30,16.739,189.6,2.4,2.9,147620.0,7.8,1.23358439630629,0.09,-58182.0,260.28,17170.5,18606.8,95.8914,440175.0,979.0,225.73,462.16,1463.0
2020-10-01,16.613,182.6,2.36,2.88,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-02,16.613,182.6,2.36,2.88,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-03,16.613,182.6,2.36,2.88,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-04,16.613,182.6,2.36,2.88,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-05,16.613,182.6,2.36,2.88,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-06,16.613,182.6,2.36,2.88,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-07,16.613,182.6,2.36,2.88,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-08,16.613,182.6,2.37,2.87,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-09,16.613,182.6,2.37,2.87,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-10,16.613,182.6,2.37,2.87,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-11,16.613,182.6,2.37,2.87,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-12,16.613,182.6,2.37,2.87,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-13,16.613,182.6,2.37,2.87,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-14,16.613,182.6,2.37,2.87,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-15,16.613,182.6,2.35,2.81,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-16,16.613,182.6,2.35,2.81,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-17,16.613,182.6,2.35,2.81,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-18,16.613,182.6,2.35,2.81,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-19,16.613,182.6,2.35,2.81,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-20,16.613,182.6,2.35,2.81,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-21,16.613,182.6,2.35,2.81,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-22,16.613,182.6,2.33,2.8,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-23,16.613,182.6,2.33,2.8,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-24,16.613,182.6,2.33,2.8,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-25,16.613,182.6,2.33,2.8,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-26,16.613,182.6,2.33,2.8,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-27,16.613,182.6,2.33,2.8,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-28,16.613,182.6,2.33,2.8,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-29,16.613,182.6,2.32,2.81,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-30,16.613,182.6,2.32,2.81,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-10-31,16.613,182.6,2.32,2.81,149931.0,6.9,1.23358439630629,0.09,-61075.0,260.388,17365.7,18758.1,96.5256,449054.0,1031.0,229.665,472.31,1543.0
2020-11-01,16.352,180.2,2.32,2.81,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-02,16.352,180.2,2.32,2.81,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-03,16.352,180.2,2.32,2.81,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-04,16.352,180.2,2.32,2.81,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-05,16.352,180.2,2.32,2.78,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-06,16.352,180.2,2.32,2.78,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-07,16.352,180.2,2.32,2.78,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-08,16.352,180.2,2.32,2.78,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-09,16.352,180.2,2.32,2.78,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-10,16.352,180.2,2.32,2.78,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-11,16.352,180.2,2.32,2.78,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-12,16.352,180.2,2.34,2.84,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-13,16.352,180.2,2.34,2.84,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-14,16.352,180.2,2.34,2.84,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-15,16.352,180.2,2.34,2.84,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-16,16.352,180.2,2.34,2.84,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-17,16.352,180.2,2.34,2.84,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-18,16.352,180.2,2.34,2.84,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-19,16.352,180.2,2.28,2.72,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-20,16.352,180.2,2.28,2.72,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-21,16.352,180.2,2.28,2.72,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-22,16.352,180.2,2.28,2.72,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-23,16.352,180.2,2.28,2.72,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-24,16.352,180.2,2.28,2.72,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-25,16.352,180.2,2.28,2.72,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-26,16.352,180.2,2.28,2.72,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-27,16.352,180.2,2.28,2.72,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-28,16.352,180.2,2.28,2.72,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-29,16.352,180.2,2.28,2.72,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-11-30,16.352,180.2,2.28,2.72,149934.0,6.7,1.23358439630629,0.09,-64703.0,260.229,17612.9,18972.9,96.9529,454377.0,877.0,233.239,472.31,1553.0
2020-12-01,16.972,174.4,2.28,2.72,149975.0,6.7,1.23358439630629,0.09,-62022.0,260.474,17803.0,19109.9,98.2039,464003.0,878.0,236.547,472.31,1635.0
2020-12-02,16.972,174.4,2.28,2.72,149975.0,6.7,1.23358439630629,0.09,-62022.0,260.474,17803.0,19109.9,98.2039,464003.0,878.0,236.547,472.31,1635.0
2020-12-03,16.972,174.4,2.26,2.71,149975.0,6.7,1.23358439630629,0.09,-62022.0,260.474,17803.0,19109.9,98.2039,464003.0,878.0,236.547,472.31,1635.0
2020-12-04,16.972,174.4,2.26,2.71,149975.0,6.7,1.23358439630629,0.09,-62022.0,260.474,17803.0,19109.9,98.2039,464003.0,878.0,236.547,472.31,1635.0
2020-12-05,16.972,174.4,2.26,2.71,149975.0,6.7,1.23358439630629,0.09,-62022.0,260.474,17803.0,19109.9,98.2039,464003.0,878.0,236.547,472.31,1635.0
2020-12-06,16.972,174.4,2.26,2.71,149975.0,6.7,1.23358439630629,0.09,-62022.0,260.474,17803.0,19109.9,98.2039,464003.0,878.0,236.547,472.31,1635.0
2020-12-07,16.972,174.4,2.26,2.71,149975.0,6.7,1.23358439630629,0.09,-62022.0,260.474,17803.0,19109.9,98.2039,464003.0,878.0,236.547,472.31,1635.0
2020-12-08,16.972,174.4,2.26,2.71,149975.0,6.7,1.23358439630629,0.09,-62022.0,260.474,17803.0,19109.9,98.2039,464003.0,878.0,236.547,472.31,1635.0
2020-12-09,16.972,174.4,2.26,2.71,149975.0,6.7,1.23358439630629,0.09,-62022.0,260.474,17803.0,19109.9,98.2039,464003.0,878.0,236.547,472.31,1635.0
2020-12-10,16.972,174.4,2.26,2.71,149975.0,6.7,1.23358439630629,0.09,-62022.0,260.474,17803.0,19109.9,98.2039,464003.0,878.0,236.547,472.31,1635.0
2020-12-11,16.972,174.4,2.26,2.71,149975.0,6.7,1.23358439630629,0.09,-62022.0,260.474,17803.0,19109.9,98.2039,464003.0,878.0,236.547,472.31,1635.0
2020-12-12,16.972,174.4,2.26,2.71,149975.0,6.7,1.23358439630629,0.09,-62022.0,260.474,17803.0,19109.9,98.2039,464003.0,878.0,236.547,472.31,1635.0
