,Total Vehicle Sales,Domestic Auto Production,15-Year Fixed Rate Mortgage Average in the United States,30-Year Fixed Rate Mortgage Average in the United States,Employment Level,Unemployment Rate,"Inflation, consumer prices for the United States",Federal Funds Effective Rate,"Trade Balance: Goods and Services, Balance of Payments Basis",Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,M1,M2,Industrial Production: Total Index,US_Manufacturing_PMI,New One Family Houses Sold,S&P CoreLogic Case-Shiller U.S. National Home Price Index,All-Transactions House Price Index for the United States,New Privately-Owned Housing Units Started: Total Units
2010-01-01,10.893,231.5,4.5,5.09,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-02,10.893,231.5,4.5,5.09,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-03,10.893,231.5,4.5,5.09,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-04,10.893,231.5,4.5,5.09,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-05,10.893,231.5,4.5,5.09,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-06,10.893,231.5,4.5,5.09,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-07,10.893,231.5,4.5,5.09,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-08,10.893,231.5,4.5,5.09,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-09,10.893,231.5,4.5,5.09,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-10,10.893,231.5,4.5,5.09,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-11,10.893,231.5,4.5,5.09,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-12,10.893,231.5,4.5,5.09,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-13,10.893,231.5,4.5,5.09,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-14,10.893,231.5,4.45,5.06,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-15,10.893,231.5,4.45,5.06,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-16,10.893,231.5,4.45,5.06,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-17,10.893,231.5,4.45,5.06,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-18,10.893,231.5,4.45,5.06,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-19,10.893,231.5,4.45,5.06,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-20,10.893,231.5,4.45,5.06,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-21,10.893,231.5,4.4,4.99,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-22,10.893,231.5,4.4,4.99,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-23,10.893,231.5,4.4,4.99,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-24,10.893,231.5,4.4,4.99,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-25,10.893,231.5,4.4,4.99,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-26,10.893,231.5,4.4,4.99,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-27,10.893,231.5,4.4,4.99,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-28,10.893,231.5,4.39,4.98,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-29,10.893,231.5,4.39,4.98,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-30,10.893,231.5,4.39,4.98,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-01-31,10.893,231.5,4.39,4.98,138438.0,9.8,1.6400434423899,0.11,-37744.0,216.687,1674.7,8478.0,89.1897,393694.0,345.0,147.39600000000002,326.23,614.0
2010-02-01,10.315,232.1,4.39,4.98,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-02,10.315,232.1,4.39,4.98,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-03,10.315,232.1,4.39,4.98,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-04,10.315,232.1,4.4,5.01,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-05,10.315,232.1,4.4,5.01,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-06,10.315,232.1,4.4,5.01,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-07,10.315,232.1,4.4,5.01,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-08,10.315,232.1,4.4,5.01,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-09,10.315,232.1,4.4,5.01,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-10,10.315,232.1,4.4,5.01,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-11,10.315,232.1,4.34,4.97,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-12,10.315,232.1,4.34,4.97,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-13,10.315,232.1,4.34,4.97,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-14,10.315,232.1,4.34,4.97,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-15,10.315,232.1,4.34,4.97,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-16,10.315,232.1,4.34,4.97,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-17,10.315,232.1,4.34,4.97,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-18,10.315,232.1,4.33,4.93,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-19,10.315,232.1,4.33,4.93,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-20,10.315,232.1,4.33,4.93,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-21,10.315,232.1,4.33,4.93,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-22,10.315,232.1,4.33,4.93,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-23,10.315,232.1,4.33,4.93,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-24,10.315,232.1,4.33,4.93,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-25,10.315,232.1,4.4,5.05,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-26,10.315,232.1,4.4,5.05,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-27,10.315,232.1,4.4,5.05,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-02-28,10.315,232.1,4.4,5.05,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
2010-03-01,11.772,224.0,4.4,5.05,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-02,11.772,224.0,4.4,5.05,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-03,11.772,224.0,4.4,5.05,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-04,11.772,224.0,4.33,4.97,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-05,11.772,224.0,4.33,4.97,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-06,11.772,224.0,4.33,4.97,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-07,11.772,224.0,4.33,4.97,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-08,11.772,224.0,4.33,4.97,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-09,11.772,224.0,4.33,4.97,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-10,11.772,224.0,4.33,4.97,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-11,11.772,224.0,4.32,4.95,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-12,11.772,224.0,4.32,4.95,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-13,11.772,224.0,4.32,4.95,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-14,11.772,224.0,4.32,4.95,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-15,11.772,224.0,4.32,4.95,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-16,11.772,224.0,4.32,4.95,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-17,11.772,224.0,4.32,4.95,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-18,11.772,224.0,4.33,4.96,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-19,11.772,224.0,4.33,4.96,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-20,11.772,224.0,4.33,4.96,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-21,11.772,224.0,4.33,4.96,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-22,11.772,224.0,4.33,4.96,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-23,11.772,224.0,4.33,4.96,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-24,11.772,224.0,4.33,4.96,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-25,11.772,224.0,4.34,4.99,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-26,11.772,224.0,4.34,4.99,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-27,11.772,224.0,4.34,4.99,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-28,11.772,224.0,4.34,4.99,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-29,11.772,224.0,4.34,4.99,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-30,11.772,224.0,4.34,4.99,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-03-31,11.772,224.0,4.34,4.99,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
2010-04-01,11.454,224.4,4.39,5.08,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-02,11.454,224.4,4.39,5.08,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-03,11.454,224.4,4.39,5.08,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-04,11.454,224.4,4.39,5.08,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-05,11.454,224.4,4.39,5.08,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-06,11.454,224.4,4.39,5.08,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-07,11.454,224.4,4.39,5.08,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-08,11.454,224.4,4.52,5.21,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-09,11.454,224.4,4.52,5.21,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-10,11.454,224.4,4.52,5.21,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-11,11.454,224.4,4.52,5.21,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-12,11.454,224.4,4.52,5.21,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-13,11.454,224.4,4.52,5.21,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-14,11.454,224.4,4.52,5.21,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-15,11.454,224.4,4.4,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-16,11.454,224.4,4.4,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-17,11.454,224.4,4.4,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-18,11.454,224.4,4.4,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-19,11.454,224.4,4.4,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-20,11.454,224.4,4.4,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-21,11.454,224.4,4.4,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-22,11.454,224.4,4.39,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-23,11.454,224.4,4.39,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-24,11.454,224.4,4.39,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-25,11.454,224.4,4.39,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-26,11.454,224.4,4.39,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-27,11.454,224.4,4.39,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-28,11.454,224.4,4.39,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-29,11.454,224.4,4.39,5.06,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-04-30,11.454,224.4,4.39,5.06,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
2010-05-01,12.03,251.0,4.39,5.06,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-02,12.03,251.0,4.39,5.06,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-03,12.03,251.0,4.39,5.06,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-04,12.03,251.0,4.39,5.06,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-05,12.03,251.0,4.39,5.06,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-06,12.03,251.0,4.36,5.0,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-07,12.03,251.0,4.36,5.0,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-08,12.03,251.0,4.36,5.0,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-09,12.03,251.0,4.36,5.0,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-10,12.03,251.0,4.36,5.0,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-11,12.03,251.0,4.36,5.0,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-12,12.03,251.0,4.36,5.0,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-13,12.03,251.0,4.3,4.93,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-14,12.03,251.0,4.3,4.93,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-15,12.03,251.0,4.3,4.93,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-16,12.03,251.0,4.3,4.93,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-17,12.03,251.0,4.3,4.93,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-18,12.03,251.0,4.3,4.93,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-19,12.03,251.0,4.3,4.93,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-20,12.03,251.0,4.24,4.84,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-21,12.03,251.0,4.24,4.84,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-22,12.03,251.0,4.24,4.84,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-23,12.03,251.0,4.24,4.84,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-24,12.03,251.0,4.24,4.84,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-25,12.03,251.0,4.24,4.84,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-26,12.03,251.0,4.24,4.84,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-27,12.03,251.0,4.21,4.78,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-28,12.03,251.0,4.21,4.78,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-29,12.03,251.0,4.21,4.78,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-30,12.03,251.0,4.21,4.78,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
2010-05-31,12.03,251.0,4.21,4.78,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
