Date,Total Vehicle Sales,Domestic Auto Production,15-Year Fixed Rate Mortgage Average in the United States,30-Year Fixed Rate Mortgage Average in the United States,Employment Level,Unemployment Rate,"Inflation, consumer prices for the United States",Federal Funds Effective Rate,"Trade Balance: Goods and Services, Balance of Payments Basis",Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,M1,M2,Industrial Production: Total Index,US_Manufacturing_PMI,New One Family Houses Sold,S&P CoreLogic Case-Shiller U.S. National Home Price Index,All-Transactions House Price Index for the United States,New Privately-Owned Housing Units Started: Total Units
30/09/2019,17.72,197.8,3.16,3.64,158339.0,3.5,1.81221007526021,2.04,-44479.0,256.759,3901.2,15039.5,102.4601,458357.0,712.0,210.83599999999998,440.59,1311.0
01/10/2019,17.049,181.1,3.16,3.64,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
02/10/2019,17.049,181.1,3.16,3.64,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
03/10/2019,17.049,181.1,3.14,3.65,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
04/10/2019,17.049,181.1,3.14,3.65,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
07/10/2019,17.049,181.1,3.14,3.65,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
08/10/2019,17.049,181.1,3.14,3.65,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
09/10/2019,17.049,181.1,3.14,3.65,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
10/10/2019,17.049,181.1,3.05,3.57,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
11/10/2019,17.049,181.1,3.05,3.57,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
14/10/2019,17.049,181.1,3.05,3.57,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
15/10/2019,17.049,181.1,3.05,3.57,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
16/10/2019,17.049,181.1,3.05,3.57,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
17/10/2019,17.049,181.1,3.15,3.69,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
18/10/2019,17.049,181.1,3.15,3.69,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
21/10/2019,17.049,181.1,3.15,3.69,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
22/10/2019,17.049,181.1,3.15,3.69,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
23/10/2019,17.049,181.1,3.15,3.69,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
24/10/2019,17.049,181.1,3.18,3.75,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
25/10/2019,17.049,181.1,3.18,3.75,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
28/10/2019,17.049,181.1,3.18,3.75,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
29/10/2019,17.049,181.1,3.18,3.75,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
30/10/2019,17.049,181.1,3.18,3.75,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
31/10/2019,17.049,181.1,3.19,3.78,158545.0,3.6,1.81221007526021,1.83,-41277.0,257.346,3931.6,15174.6,101.5878,456077.0,722.0,211.726,444.5,1325.0
01/11/2019,17.549,213.1,3.19,3.78,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
04/11/2019,17.549,213.1,3.19,3.78,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
05/11/2019,17.549,213.1,3.19,3.78,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
06/11/2019,17.549,213.1,3.19,3.78,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
07/11/2019,17.549,213.1,3.13,3.69,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
08/11/2019,17.549,213.1,3.13,3.69,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
11/11/2019,17.549,213.1,3.13,3.69,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
12/11/2019,17.549,213.1,3.13,3.69,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
13/11/2019,17.549,213.1,3.13,3.69,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
14/11/2019,17.549,213.1,3.2,3.75,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
15/11/2019,17.549,213.1,3.2,3.75,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
18/11/2019,17.549,213.1,3.2,3.75,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
19/11/2019,17.549,213.1,3.2,3.75,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
20/11/2019,17.549,213.1,3.2,3.75,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
21/11/2019,17.549,213.1,3.15,3.66,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
22/11/2019,17.549,213.1,3.15,3.66,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
25/11/2019,17.549,213.1,3.15,3.66,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
26/11/2019,17.549,213.1,3.15,3.66,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
27/11/2019,17.549,213.1,3.15,3.68,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
29/11/2019,17.549,213.1,3.15,3.68,158629.0,3.6,1.81221007526021,1.55,-38833.0,257.208,3952.8,15273.3,102.1494,447621.0,713.0,212.764,444.5,1353.0
02/12/2019,17.491,207.8,3.15,3.68,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
03/12/2019,17.491,207.8,3.15,3.68,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
04/12/2019,17.491,207.8,3.15,3.68,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
05/12/2019,17.491,207.8,3.14,3.68,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
06/12/2019,17.491,207.8,3.14,3.68,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
09/12/2019,17.491,207.8,3.14,3.68,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
10/12/2019,17.491,207.8,3.14,3.68,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
11/12/2019,17.491,207.8,3.14,3.68,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
12/12/2019,17.491,207.8,3.19,3.73,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
13/12/2019,17.491,207.8,3.19,3.73,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
16/12/2019,17.491,207.8,3.19,3.73,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
17/12/2019,17.491,207.8,3.19,3.73,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
18/12/2019,17.491,207.8,3.19,3.73,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
19/12/2019,17.491,207.8,3.19,3.73,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
20/12/2019,17.491,207.8,3.19,3.73,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
23/12/2019,17.491,207.8,3.19,3.73,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
24/12/2019,17.491,207.8,3.19,3.73,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
26/12/2019,17.491,207.8,3.19,3.74,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
27/12/2019,17.491,207.8,3.19,3.74,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
30/12/2019,17.491,207.8,3.19,3.74,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
31/12/2019,17.491,207.8,3.19,3.74,158845.0,3.6,1.81221007526021,1.55,-43943.0,256.974,4008.4,15334.3,101.9421,450912.0,700.0,213.935,444.5,1548.0
02/01/2020,16.893,216.1,3.16,3.72,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
03/01/2020,16.893,216.1,3.16,3.72,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
06/01/2020,16.893,216.1,3.16,3.72,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
07/01/2020,16.893,216.1,3.16,3.72,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
08/01/2020,16.893,216.1,3.16,3.72,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
09/01/2020,16.893,216.1,3.07,3.64,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
10/01/2020,16.893,216.1,3.07,3.64,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
13/01/2020,16.893,216.1,3.07,3.64,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
14/01/2020,16.893,216.1,3.07,3.64,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
15/01/2020,16.893,216.1,3.07,3.64,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
16/01/2020,16.893,216.1,3.09,3.65,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
17/01/2020,16.893,216.1,3.09,3.65,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
21/01/2020,16.893,216.1,3.09,3.65,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
22/01/2020,16.893,216.1,3.09,3.65,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
23/01/2020,16.893,216.1,3.04,3.6,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
24/01/2020,16.893,216.1,3.04,3.6,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
27/01/2020,16.893,216.1,3.04,3.6,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
28/01/2020,16.893,216.1,3.04,3.6,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
29/01/2020,16.893,216.1,3.04,3.6,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
30/01/2020,16.893,216.1,3.0,3.51,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
31/01/2020,16.893,216.1,3.0,3.51,158508.0,3.6,1.23358439630629,1.55,-43782.0,257.971,3977.6,15401.3,101.3372,459296.0,690.0,215.032,449.66,1578.0
03/02/2020,17.088,221.2,3.0,3.51,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
04/02/2020,17.088,221.2,3.0,3.51,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
05/02/2020,17.088,221.2,3.0,3.51,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
06/02/2020,17.088,221.2,2.97,3.45,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
07/02/2020,17.088,221.2,2.97,3.45,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
10/02/2020,17.088,221.2,2.97,3.45,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
11/02/2020,17.088,221.2,2.97,3.45,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
12/02/2020,17.088,221.2,2.97,3.45,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
13/02/2020,17.088,221.2,2.97,3.47,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
14/02/2020,17.088,221.2,2.97,3.47,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
18/02/2020,17.088,221.2,2.97,3.47,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
19/02/2020,17.088,221.2,2.97,3.47,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
20/02/2020,17.088,221.2,2.99,3.49,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
21/02/2020,17.088,221.2,2.99,3.49,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
24/02/2020,17.088,221.2,2.99,3.49,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
25/02/2020,17.088,221.2,2.99,3.49,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
26/02/2020,17.088,221.2,2.99,3.49,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
27/02/2020,17.088,221.2,2.95,3.45,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
28/02/2020,17.088,221.2,2.95,3.45,158714.0,3.5,1.23358439630629,1.58,-40872.0,258.678,3979.6,15453.8,101.6718,461771.0,707.0,215.896,449.66,1537.0
02/03/2020,11.836,141.7,2.95,3.45,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
03/03/2020,11.836,141.7,2.95,3.45,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
04/03/2020,11.836,141.7,2.95,3.45,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
05/03/2020,11.836,141.7,2.79,3.29,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
06/03/2020,11.836,141.7,2.79,3.29,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
09/03/2020,11.836,141.7,2.79,3.29,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
10/03/2020,11.836,141.7,2.79,3.29,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
11/03/2020,11.836,141.7,2.79,3.29,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
12/03/2020,11.836,141.7,2.77,3.36,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
13/03/2020,11.836,141.7,2.77,3.36,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
16/03/2020,11.836,141.7,2.77,3.36,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
17/03/2020,11.836,141.7,2.77,3.36,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
18/03/2020,11.836,141.7,2.77,3.36,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
19/03/2020,11.836,141.7,3.06,3.65,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
20/03/2020,11.836,141.7,3.06,3.65,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
23/03/2020,11.836,141.7,3.06,3.65,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
24/03/2020,11.836,141.7,3.06,3.65,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
25/03/2020,11.836,141.7,3.06,3.65,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
26/03/2020,11.836,141.7,2.92,3.5,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
27/03/2020,11.836,141.7,2.92,3.5,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
30/03/2020,11.836,141.7,2.92,3.5,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
31/03/2020,11.836,141.7,2.92,3.5,155353.0,4.4,1.23358439630629,0.65,-43724.0,258.115,4260.9,15980.6,97.606,414724.0,621.0,216.446,449.66,1252.0
01/04/2020,8.944,1.7,2.92,3.5,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
02/04/2020,8.944,1.7,2.82,3.33,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
03/04/2020,8.944,1.7,2.82,3.33,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
06/04/2020,8.944,1.7,2.82,3.33,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
07/04/2020,8.944,1.7,2.82,3.33,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
08/04/2020,8.944,1.7,2.82,3.33,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
09/04/2020,8.944,1.7,2.77,3.33,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
13/04/2020,8.944,1.7,2.77,3.33,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
14/04/2020,8.944,1.7,2.77,3.33,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
15/04/2020,8.944,1.7,2.77,3.33,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
16/04/2020,8.944,1.7,2.8,3.31,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
17/04/2020,8.944,1.7,2.8,3.31,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
20/04/2020,8.944,1.7,2.8,3.31,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
21/04/2020,8.944,1.7,2.8,3.31,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
22/04/2020,8.944,1.7,2.8,3.31,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
23/04/2020,8.944,1.7,2.86,3.33,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
24/04/2020,8.944,1.7,2.86,3.33,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
27/04/2020,8.944,1.7,2.86,3.33,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
28/04/2020,8.944,1.7,2.86,3.33,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
29/04/2020,8.944,1.7,2.86,3.33,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
30/04/2020,8.944,1.7,2.77,3.23,133185.0,14.8,1.23358439630629,0.05,-53116.0,256.389,4788.8,16999.0,84.6812,355712.0,579.0,216.84099999999998,454.17,931.0
01/05/2020,12.508,48.3,2.77,3.23,137173.0,13.2,1.23358439630629,0.05,-54932.0,256.394,16245.5,17868.4,86.0108,376125.0,709.0,216.949,454.17,1053.0
04/05/2020,12.508,48.3,2.77,3.23,137173.0,13.2,1.23358439630629,0.05,-54932.0,256.394,16245.5,17868.4,86.0108,376125.0,709.0,216.949,454.17,1053.0
