Date,Total Vehicle Sales,Domestic Auto Production,15-Year Fixed Rate Mortgage Average in the United States,30-Year Fixed Rate Mortgage Average in the United States,Employment Level,Unemployment Rate,"Inflation, consumer prices for the United States",Federal Funds Effective Rate,"Trade Balance: Goods and Services, Balance of Payments Basis",Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,M1,M2,Industrial Production: Total Index,US_Manufacturing_PMI,New One Family Houses Sold,S&P CoreLogic Case-Shiller U.S. National Home Price Index,All-Transactions House Price Index for the United States,New Privately-Owned Housing Units Started: Total Units
17/02/2010,10.315,232.1,4.34,4.97,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
18/02/2010,10.315,232.1,4.33,4.93,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
19/02/2010,10.315,232.1,4.33,4.93,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
22/02/2010,10.315,232.1,4.33,4.93,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
23/02/2010,10.315,232.1,4.33,4.93,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
24/02/2010,10.315,232.1,4.33,4.93,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
25/02/2010,10.315,232.1,4.4,5.05,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
26/02/2010,10.315,232.1,4.4,5.05,138581.0,9.8,1.6400434423899,0.13,-41504.0,216.741,1699.8,8527.6,89.5046,394215.0,336.0,145.632,326.23,604.0
01/03/2010,11.772,224.0,4.4,5.05,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
02/03/2010,11.772,224.0,4.4,5.05,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
03/03/2010,11.772,224.0,4.4,5.05,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
04/03/2010,11.772,224.0,4.33,4.97,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
05/03/2010,11.772,224.0,4.33,4.97,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
08/03/2010,11.772,224.0,4.33,4.97,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
09/03/2010,11.772,224.0,4.33,4.97,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
10/03/2010,11.772,224.0,4.33,4.97,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
11/03/2010,11.772,224.0,4.32,4.95,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
12/03/2010,11.772,224.0,4.32,4.95,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
15/03/2010,11.772,224.0,4.32,4.95,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
16/03/2010,11.772,224.0,4.32,4.95,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
17/03/2010,11.772,224.0,4.32,4.95,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
18/03/2010,11.772,224.0,4.33,4.96,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
19/03/2010,11.772,224.0,4.33,4.96,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
22/03/2010,11.772,224.0,4.33,4.96,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
23/03/2010,11.772,224.0,4.33,4.96,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
24/03/2010,11.772,224.0,4.33,4.96,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
25/03/2010,11.772,224.0,4.34,4.99,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
26/03/2010,11.772,224.0,4.34,4.99,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
29/03/2010,11.772,224.0,4.34,4.99,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
30/03/2010,11.772,224.0,4.34,4.99,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
31/03/2010,11.772,224.0,4.34,4.99,138751.0,9.9,1.6400434423899,0.16,-40271.0,217.631,1711.9,8523.7,90.1356,400659.0,381.0,145.858,326.23,636.0
01/04/2010,11.454,224.4,4.39,5.08,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
05/04/2010,11.454,224.4,4.39,5.08,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
06/04/2010,11.454,224.4,4.39,5.08,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
07/04/2010,11.454,224.4,4.39,5.08,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
08/04/2010,11.454,224.4,4.52,5.21,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
09/04/2010,11.454,224.4,4.52,5.21,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
12/04/2010,11.454,224.4,4.52,5.21,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
13/04/2010,11.454,224.4,4.52,5.21,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
14/04/2010,11.454,224.4,4.52,5.21,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
15/04/2010,11.454,224.4,4.4,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
16/04/2010,11.454,224.4,4.4,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
19/04/2010,11.454,224.4,4.4,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
20/04/2010,11.454,224.4,4.4,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
21/04/2010,11.454,224.4,4.4,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
22/04/2010,11.454,224.4,4.39,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
23/04/2010,11.454,224.4,4.39,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
26/04/2010,11.454,224.4,4.39,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
27/04/2010,11.454,224.4,4.39,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
28/04/2010,11.454,224.4,4.39,5.07,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
29/04/2010,11.454,224.4,4.39,5.06,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
30/04/2010,11.454,224.4,4.39,5.06,139297.0,9.9,1.6400434423899,0.2,-41496.0,218.009,1699.0,8555.1,90.4607,400842.0,422.0,146.401,323.26,687.0
03/05/2010,12.03,251.0,4.39,5.06,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
04/05/2010,12.03,251.0,4.39,5.06,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
05/05/2010,12.03,251.0,4.39,5.06,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
06/05/2010,12.03,251.0,4.36,5.0,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
07/05/2010,12.03,251.0,4.36,5.0,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
10/05/2010,12.03,251.0,4.36,5.0,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
11/05/2010,12.03,251.0,4.36,5.0,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
12/05/2010,12.03,251.0,4.36,5.0,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
13/05/2010,12.03,251.0,4.3,4.93,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
14/05/2010,12.03,251.0,4.3,4.93,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
17/05/2010,12.03,251.0,4.3,4.93,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
18/05/2010,12.03,251.0,4.3,4.93,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
19/05/2010,12.03,251.0,4.3,4.93,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
20/05/2010,12.03,251.0,4.24,4.84,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
21/05/2010,12.03,251.0,4.24,4.84,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
24/05/2010,12.03,251.0,4.24,4.84,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
25/05/2010,12.03,251.0,4.24,4.84,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
26/05/2010,12.03,251.0,4.24,4.84,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
27/05/2010,12.03,251.0,4.21,4.78,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
28/05/2010,12.03,251.0,4.21,4.78,139241.0,9.6,1.6400434423899,0.2,-42088.0,218.178,1710.1,8609.3,91.7014,404370.0,280.0,146.391,323.26,583.0
01/06/2010,11.598,230.3,4.21,4.78,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
02/06/2010,11.598,230.3,4.21,4.78,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
03/06/2010,11.598,230.3,4.2,4.79,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
04/06/2010,11.598,230.3,4.2,4.79,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
07/06/2010,11.598,230.3,4.2,4.79,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
08/06/2010,11.598,230.3,4.2,4.79,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
09/06/2010,11.598,230.3,4.2,4.79,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
10/06/2010,11.598,230.3,4.17,4.72,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
11/06/2010,11.598,230.3,4.17,4.72,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
14/06/2010,11.598,230.3,4.17,4.72,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
15/06/2010,11.598,230.3,4.17,4.72,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
16/06/2010,11.598,230.3,4.17,4.72,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
17/06/2010,11.598,230.3,4.2,4.75,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
18/06/2010,11.598,230.3,4.2,4.75,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
21/06/2010,11.598,230.3,4.2,4.75,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
22/06/2010,11.598,230.3,4.2,4.75,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
23/06/2010,11.598,230.3,4.2,4.75,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
24/06/2010,11.598,230.3,4.13,4.69,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
25/06/2010,11.598,230.3,4.13,4.69,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
28/06/2010,11.598,230.3,4.13,4.69,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
29/06/2010,11.598,230.3,4.13,4.69,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
30/06/2010,11.598,230.3,4.13,4.69,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
01/07/2010,11.948,234.5,4.04,4.58,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
02/07/2010,11.948,234.5,4.04,4.58,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
06/07/2010,11.948,234.5,4.04,4.58,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
07/07/2010,11.948,234.5,4.04,4.58,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
08/07/2010,11.948,234.5,4.07,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
09/07/2010,11.948,234.5,4.07,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
12/07/2010,11.948,234.5,4.07,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
13/07/2010,11.948,234.5,4.07,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
14/07/2010,11.948,234.5,4.07,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
15/07/2010,11.948,234.5,4.06,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
16/07/2010,11.948,234.5,4.06,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
19/07/2010,11.948,234.5,4.06,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
20/07/2010,11.948,234.5,4.06,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
21/07/2010,11.948,234.5,4.06,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
22/07/2010,11.948,234.5,4.03,4.56,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
23/07/2010,11.948,234.5,4.03,4.56,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
26/07/2010,11.948,234.5,4.03,4.56,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
27/07/2010,11.948,234.5,4.03,4.56,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
28/07/2010,11.948,234.5,4.03,4.56,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
29/07/2010,11.948,234.5,4.0,4.54,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
30/07/2010,11.948,234.5,4.0,4.54,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
02/08/2010,12.014,223.9,4.0,4.54,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
03/08/2010,12.014,223.9,4.0,4.54,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
04/08/2010,12.014,223.9,4.0,4.54,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
05/08/2010,12.014,223.9,3.95,4.49,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
06/08/2010,12.014,223.9,3.95,4.49,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
09/08/2010,12.014,223.9,3.95,4.49,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
10/08/2010,12.014,223.9,3.95,4.49,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
11/08/2010,12.014,223.9,3.95,4.49,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
12/08/2010,12.014,223.9,3.92,4.44,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
13/08/2010,12.014,223.9,3.92,4.44,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
16/08/2010,12.014,223.9,3.92,4.44,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
17/08/2010,12.014,223.9,3.92,4.44,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
18/08/2010,12.014,223.9,3.92,4.44,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
19/08/2010,12.014,223.9,3.9,4.42,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
20/08/2010,12.014,223.9,3.9,4.42,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
23/08/2010,12.014,223.9,3.9,4.42,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
24/08/2010,12.014,223.9,3.9,4.42,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
25/08/2010,12.014,223.9,3.9,4.42,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
26/08/2010,12.014,223.9,3.86,4.36,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
27/08/2010,12.014,223.9,3.86,4.36,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
30/08/2010,12.014,223.9,3.86,4.36,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
31/08/2010,12.014,223.9,3.86,4.36,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
01/09/2010,11.922,222.0,3.86,4.36,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
02/09/2010,11.922,222.0,3.83,4.32,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
03/09/2010,11.922,222.0,3.83,4.32,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
07/09/2010,11.922,222.0,3.83,4.32,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
08/09/2010,11.922,222.0,3.83,4.32,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
09/09/2010,11.922,222.0,3.83,4.35,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
10/09/2010,11.922,222.0,3.83,4.35,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
13/09/2010,11.922,222.0,3.83,4.35,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
14/09/2010,11.922,222.0,3.83,4.35,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
15/09/2010,11.922,222.0,3.83,4.35,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
16/09/2010,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
17/09/2010,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
20/09/2010,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
21/09/2010,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
22/09/2010,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
