,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^SP500-45,^SP500-45,^SP500-45,^SP500-45,^SP500-45
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
22/06/2010,1102.01767578125,1112.21533203125,1088.9276733398438,1100.1893310546875,5429546333.333333,356.0453348795573,360.0000020345052,351.40199890136716,355.42833353678384,8899806.666666666
23/06/2010,1099.990340169271,1109.8539998372396,1086.847676595052,1098.0643310546875,5385666333.333333,355.57066752115884,359.44366861979165,350.9309987386068,354.9570007324219,8841113.333333334
24/06/2010,1097.8403401692708,1107.1226684570313,1084.053340657552,1094.7983276367188,5371978666.666667,355.09966735839845,358.6800018310547,350.2056650797526,353.9933339436849,8842720.0
25/06/2010,1094.6756713867187,1104.1223388671874,1081.1116739908855,1092.1089965820313,5380585333.333333,354.13633321126304,357.7236684163411,349.3349985758463,353.1390004475912,8901680.0
28/06/2010,1092.0193400065104,1101.636006673177,1079.288671875,1090.0719930013022,5306252333.333333,353.2816660563151,356.9780019124349,348.8419993082682,352.5676676432292,8778953.333333334
29/06/2010,1089.838671875,1099.2766723632812,1076.6293416341146,1086.8819946289063,5313378333.333333,352.7103332519531,356.3396687825521,347.96099955240885,351.5213338216146,8865646.666666666
30/06/2010,1086.5646728515626,1095.924003092448,1073.6670084635416,1083.8789916992187,5276586333.333333,351.66399943033855,355.2596689860026,346.96433308919273,350.4990000406901,8851860.0
01/07/2010,1083.615673828125,1092.9010009765625,1070.6753397623697,1080.9563232421874,5265585333.333333,350.6413330078125,354.24866943359376,345.92999979654945,349.5209991455078,8880526.666666666
02/07/2010,1080.9593424479167,1090.4213338216146,1068.8203409830728,1079.3226582845052,5120249666.666667,349.6633321126302,353.33033548990886,345.286333211263,348.94199930826824,8681686.666666666
06/07/2010,1079.6536743164063,1088.832666015625,1067.568672688802,1077.3349955240885,5094886666.666667,349.08433227539064,352.824668375651,344.91100056966144,348.334999593099,8497240.0
07/07/2010,1077.7790079752604,1087.8640014648438,1066.0966756184896,1076.8889953613282,5085126000.0,348.4773325602213,352.52500203450523,344.37766723632814,348.19700012207034,8521213.333333334
08/07/2010,1077.6290079752605,1087.747334798177,1066.6786743164062,1076.7629943847655,4992422000.0,348.33933308919273,352.4913360595703,344.54066772460936,348.2793334960937,8546826.666666666
09/07/2010,1077.4620076497397,1087.3276692708334,1066.7623413085937,1077.096661376953,4958606000.0,348.27666625976565,352.2566691080729,344.6043345133464,348.4020009358724,8368966.666666667
12/07/2010,1077.560673014323,1086.569669596354,1066.6350056966146,1076.2863260904949,4882890333.333333,348.3993336995443,352.08900248209636,344.72166849772134,348.20166829427086,8264793.333333333
13/07/2010,1076.8293416341146,1086.4653361002604,1066.4973388671874,1076.4839904785156,4875198666.666667,348.1990010579427,352.08033548990886,344.7120025634766,348.2616689046224,8268653.333333333
14/07/2010,1077.106339518229,1086.6090006510417,1067.0903401692708,1077.2993265787761,4850184333.333333,348.2590016682943,352.18133544921875,344.9006693522135,348.5296691894531,8326746.666666667
15/07/2010,1077.821337890625,1086.6123331705728,1067.373673502604,1077.2359924316406,4834388000.0,348.527001953125,352.23000183105466,345.0203358968099,348.5566691080729,8337686.666666667
16/07/2010,1077.655672200521,1086.218330891927,1066.424003092448,1075.9709940592447,4844434000.0,348.5540018717448,352.09633483886716,344.70533650716146,348.1000020345052,8362380.0
19/07/2010,1076.6030029296876,1085.4273274739583,1066.4443359375,1076.1833272298177,4774731333.333333,348.0973347981771,351.7883341471354,344.67267049153645,348.14366861979164,8257146.666666667
20/07/2010,1076.5593383789062,1085.846659342448,1066.6783365885417,1077.2836608886719,4749588666.666667,348.14100138346356,351.85633443196616,344.6780039469401,348.49733479817706,8266113.333333333
21/07/2010,1077.7546712239584,1086.7069905598958,1067.4476684570313,1077.536659749349,4701403000.0,348.494667561849,352.26000061035154,345.0013366699219,348.6806681315104,8230820.0
