,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^SP500-45,^SP500-45,^SP500-45,^SP500-45,^SP500-45
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
21/08/2013,1684.207010904948,1689.4896728515625,1677.726668294271,1683.9119995117187,3113027000.0,512.086659749349,514.15966796875,510.2519999186198,512.274003092448,0.0
22/08/2013,1683.794344075521,1688.920340983073,1677.3140014648438,1683.3099975585938,3082731000.0,512.3126586914062,514.2866678873698,510.43299967447916,512.3913370768229,0.0
23/08/2013,1683.2830118815104,1688.4090087890625,1676.7300048828124,1682.7536661783854,3067517666.6666665,512.5196594238281,514.4733357747396,510.61199951171875,512.5290018717448,0.0
26/08/2013,1682.7730143229167,1687.9090087890625,1676.0010050455728,1681.8963338216147,3061100000.0,512.6556599934896,514.622001139323,510.7276662190755,512.5543355305989,0.0
27/08/2013,1681.767683919271,1686.8693440755208,1674.5746744791666,1680.3703328450522,3065682666.6666665,512.5406606038412,514.5120005289714,510.4223317464193,512.2260009765625,0.0
28/08/2013,1680.1790161132812,1685.417012532552,1672.8933390299478,1678.8386637369792,3053368333.3333335,512.1903279622396,514.2366678873698,510.11566569010415,511.9096669514974,0.0
29/08/2013,1678.594014485677,1683.8600138346353,1671.2210042317708,1677.1319986979167,3022541000.0,511.88966267903646,514.0226674397786,509.8556671142578,511.7186665852865,0.0
30/08/2013,1677.018680826823,1682.126346842448,1669.353340657552,1675.1613321940104,3003598333.3333335,511.8956634521484,514.042333984375,509.90233459472654,511.7730000813802,0.0
03/09/2013,1675.0700113932292,1680.584346516927,1667.4446736653647,1673.302665201823,3035347666.6666665,511.9259969075521,514.1956675211588,509.9290008544922,511.81500040690105,0.0
04/09/2013,1673.2063435872396,1679.1490112304687,1665.6540079752604,1671.9923299153645,3042546666.6666665,512.0096638997396,514.3840006510417,510.0993336995443,512.0993336995442,0.0
05/09/2013,1671.780342610677,1677.8420125325522,1664.670674641927,1670.9636637369792,3029913000.0,512.1236643473308,514.4903340657552,510.2490000406901,512.2453338623047,0.0
06/09/2013,1670.8546752929688,1676.9716796875,1663.3556762695312,1669.7943318684895,3023292333.3333335,512.3636647542318,514.7253326416015,510.3696665445963,512.4279998779297,0.0
09/09/2013,1669.8393391927084,1676.323347981771,1662.7163411458334,1669.1296630859374,3034626000.0,512.6913309733073,515.1896667480469,510.7503326416016,512.865000406901,0.0
10/09/2013,1669.3323404947917,1676.0956787109376,1662.4913411458333,1669.0849975585938,3063002000.0,513.169330851237,515.6796671549479,511.2239990234375,513.3730010986328,0.0
11/09/2013,1669.103006998698,1675.9603474934895,1662.3673380533853,1669.1906656901042,3056833000.0,513.4346649169922,515.9186665852865,511.4933329264323,513.6646667480469,0.0
12/09/2013,1669.1513387044272,1675.6783447265625,1662.2680053710938,1669.1136678059895,3032129666.6666665,513.6996653238932,516.1409993489583,511.80466613769534,513.9906667073568,0.0
13/09/2013,1669.0053385416666,1675.0410115559896,1662.0280029296875,1668.4843343098958,2997507333.3333335,513.9469980875651,516.294667561849,511.98866678873696,514.1219980875651,0.0
16/09/2013,1668.5253377278646,1674.8836751302083,1661.7286661783853,1668.0819986979166,2995613000.0,514.1566660563151,516.4476684570312,512.0763336181641,514.1146657307943,0.0
17/09/2013,1668.1826700846354,1674.759676106771,1661.5346638997396,1668.002665201823,3003777666.6666665,514.2100006103516,516.5313334147136,512.1576670328776,514.1779978434245,0.0
18/09/2013,1668.1810017903647,1675.548006184896,1661.7699951171876,1668.9409993489583,3032062666.6666665,514.3390004475912,516.8546651204427,512.4040008544922,514.5803314208985,0.0
19/09/2013,1669.2489990234376,1676.7000040690104,1662.9463256835938,1669.988663736979,3056392666.6666665,514.818002319336,517.3496643066406,512.937666829427,515.0579986572266,0.0
20/09/2013,1670.2186645507813,1677.535001627604,1663.6299926757813,1670.4029988606771,3116471666.6666665,515.2913340250651,517.7773315429688,513.3440002441406,515.3556650797526,0.0
23/09/2013,1670.7299967447916,1677.935664876302,1663.9993245442708,1670.7503295898437,3122114333.3333335,515.7759999593098,518.2433329264323,513.7580017089844,515.7786651611328,0.0
24/09/2013,1671.2043294270834,1678.4736653645834,1664.384326171875,1671.01533203125,3138106666.6666665,516.2600006103515,518.5603332519531,514.0910013834635,516.0363311767578,0.0
25/09/2013,1671.4499959309896,1678.6369954427084,1664.6929931640625,1670.9689982096354,3141879000.0,516.496001180013,518.6719991048177,514.3143351236979,516.1153310139974,0.0
26/09/2013,1671.4556640625,1678.9146606445313,1664.968994140625,1671.4116658528646,3139962333.3333335,516.6086659749349,518.8519999186198,514.464668782552,516.2446645100912,0.0
27/09/2013,1671.9859985351563,1679.4449951171875,1665.9196614583334,1672.4260009765626,3124129333.3333335,516.8609995524089,519.1130004882813,514.7890014648438,516.5766652425131,0.0
30/09/2013,1672.8539998372396,1680.233662923177,1666.6656616210937,1673.2833374023437,3127368666.6666665,517.0400014241536,519.3239990234375,514.9363342285156,516.8089996337891,0.0
01/10/2013,1673.7593343098958,1681.4793294270833,1667.8733276367188,1674.914668782552,3138507333.3333335,517.2803354899089,519.5899983723958,515.2083353678386,517.2336669921875,0.0
02/10/2013,1675.262333170573,1682.6443277994792,1669.0153279622396,1676.2986694335937,3143657666.6666665,517.6140024820963,519.9439982096354,515.5286682128906,517.6740000406901,0.0
03/10/2013,1676.6519978841145,1683.8229939778646,1670.0463256835938,1677.494002278646,3155240000.0,518.0553365071614,520.2759989420573,515.752001953125,517.9476674397787,0.0
04/10/2013,1677.7773315429688,1684.902657063802,1671.1229899088542,1678.6120035807292,3166667000.0,518.2526713053386,520.5533325195313,515.9803344726563,518.2263336181641,0.0
07/10/2013,1678.6849975585938,1685.6459920247396,1671.785986328125,1679.0326700846354,3169861000.0,518.2990051269531,520.6726643880208,516.0373352050781,518.2790008544922,0.0
08/10/2013,1679.0826619466145,1685.8886596679688,1671.7529866536458,1678.9883341471354,3207813000.0,518.3873372395833,520.6536641438802,515.8616678873698,518.1170003255208,0.0
09/10/2013,1679.2309936523438,1686.219657389323,1672.333650716146,1679.8523356119792,3219768000.0,518.4103373209635,520.716997273763,515.9636688232422,518.3616678873698,0.0
10/10/2013,1680.2519938151042,1687.93232421875,1673.4473185221354,1681.7723388671875,3239044333.3333335,518.7603383382161,521.1463297526042,516.3023356119792,518.8696685791016,0.0
11/10/2013,1682.1716593424478,1689.833321126302,1675.36865234375,1683.9400024414062,3252948333.3333335,519.237338256836,521.6436635335286,516.7766693115234,519.4393351236979,0.0
14/10/2013,1684.2039916992187,1692.1983235677083,1677.5046508789062,1686.5123372395833,3247824333.3333335,519.7253387451171,522.304330444336,517.367002360026,520.1933339436849,0.0
15/10/2013,1686.6446614583333,1694.205655924479,1679.5886515299478,1688.4553385416666,3234362000.0,520.4373382568359,522.9193298339844,518.0270029703776,520.7930002848308,0.0
16/10/2013,1688.6369954427084,1696.4069905598958,1681.691316731771,1690.7373413085938,3240163000.0,521.0270039876302,523.5089965820313,518.6483357747396,521.3950002034505,0.0
17/10/2013,1690.8666625976562,1698.882987467448,1683.726318359375,1693.3396769205729,3256712333.3333335,521.5373362223307,524.0206624348958,519.0553354899089,521.9333343505859,0.0
18/10/2013,1693.5093302408854,1701.5656575520834,1686.8969848632812,1696.3173421223958,3274746000.0,522.188335164388,524.7876627604167,519.8466684977213,522.7620005289714,0.0
21/10/2013,1696.4543294270834,1704.0786580403646,1689.690987141927,1698.7490112304688,3273077000.0,522.9823354085287,525.4989949544271,520.6396697998047,523.4629994710286,0.0
22/10/2013,1698.8333292643229,1706.5866577148438,1692.0699869791667,1701.1050130208334,3278378333.3333335,523.6740020751953,526.111328125,521.1813364664714,524.036664835612,0.0
23/10/2013,1701.2076619466145,1708.6913248697917,1694.129988606771,1703.0133463541667,3297642333.3333335,524.3620005289714,526.7076619466146,521.763335164388,524.6146657307943,0.0
24/10/2013,1703.1499959309897,1710.8236572265625,1696.2479899088542,1705.3016764322917,3316489333.3333335,524.936333211263,527.3589945475261,522.3843353271484,525.2890004475911,0.0
25/10/2013,1705.5156616210938,1713.1933227539062,1698.5889892578125,1707.6943440755208,3331130000.0,525.7373341878255,528.17666015625,523.1293345133464,526.0323354085286,0.0
28/10/2013,1707.772998046875,1715.1946573893229,1700.7879923502603,1709.844677734375,3337880000.0,526.4200002034505,528.8883260091146,523.9230010986328,526.8786671956381,0.0
29/10/2013,1709.9463338216146,1717.4136555989583,1702.961328125,1712.0843424479167,3357354000.0,527.3116668701172,529.7336608886719,524.7453338623047,527.7206675211588,0.0
30/10/2013,1712.1640014648438,1718.9396565755208,1704.8576619466146,1713.3440104166666,3341796666.6666665,528.1283335367839,530.3929951985677,525.4496673583984,528.2816660563151,0.0
31/10/2013,1713.3606689453125,1720.2286580403645,1706.0416625976563,1714.484012858073,3344676666.6666665,528.6399993896484,530.9229960123698,525.9416676839193,528.7499989827473,0.0
01/11/2013,1714.5693359375,1721.57666015625,1707.5019938151042,1716.2083455403647,3298418666.6666665,529.1173329671224,531.4599955240885,526.4853342692057,529.3653330485026,0.0
04/11/2013,1716.301338704427,1723.4879964192708,1709.6506632486978,1718.4113484700522,3300682666.6666665,529.6153330485026,531.9569946289063,527.1063344319662,529.9899993896485,0.0
05/11/2013,1718.4036743164063,1725.467997233073,1711.6793294270833,1720.596346028646,3308941000.0,530.1663319905599,532.5866617838542,527.7416676839192,530.6553334554036,0.0
06/11/2013,1720.6363403320313,1727.8689982096355,1714.0966634114584,1723.18701171875,3314720000.0,530.8889984130859,533.37099609375,528.5283355712891,531.5133331298828,0.0
07/11/2013,1723.1926717122396,1730.2253336588542,1715.866328938802,1724.8030110677084,3359029000.0,531.6749989827474,534.1196634928385,529.1393361409505,532.0933339436849,0.0
08/11/2013,1724.9543375651042,1732.7340006510417,1717.883662923177,1727.4316772460938,3388544666.6666665,532.3593332926432,534.9523295084635,529.8553354899088,532.9716684977213,0.0
11/11/2013,1727.7110026041667,1735.6066650390626,1720.9789957682292,1730.443009440104,3362725666.6666665,533.3559987386068,535.9093302408854,530.8750030517579,533.9676686604818,0.0
12/11/2013,1730.6143351236979,1738.1143310546875,1723.6529988606771,1732.8660074869792,3362137000.0,534.2863311767578,536.8159973144532,531.7966684977214,534.8573354085287,0.0
13/11/2013,1733.0300008138022,1741.0519978841146,1726.3296671549479,1735.8036743164062,3368099666.6666665,535.1833323160807,537.8733317057291,532.7363352457683,535.9186696370442,0.0
14/11/2013,1736.0433349609375,1744.357999674479,1729.9916666666666,1739.5356730143228,3363413333.3333335,536.1393320719401,538.850996907552,533.8826690673828,537.0786692301432,0.0
15/11/2013,1739.772334798177,1747.9006673177084,1733.7693359375,1743.1250081380208,3375898333.3333335,537.3123321533203,539.9529968261719,535.0490020751953,538.2030019124348,0.0
18/11/2013,1743.4946655273438,1751.7399983723958,1737.546004231771,1746.9720092773437,3392232666.6666665,538.5029978434245,541.0993306477865,536.1760019938151,539.3200022379557,0.0
19/11/2013,1747.3136678059896,1755.6973307291667,1741.869002278646,1751.3860107421874,3380740000.0,539.5946645100911,542.2643310546875,537.4846689860026,540.6353352864584,0.0
20/11/2013,1751.7336669921874,1760.1393310546875,1746.2276692708333,1755.5516764322917,3365116666.6666665,540.8906636555989,543.5683308919271,538.8353352864583,541.8413350423177,0.0
21/11/2013,1755.8216674804687,1763.625996907552,1750.3156697591146,1758.9946736653646,3361594333.3333335,542.0509969075521,544.6686645507813,540.007002766927,542.9383341471354,0.0
22/11/2013,1759.3590006510417,1767.005997721354,1753.855000813802,1762.380008951823,3365276666.6666665,543.163330078125,545.6166646321615,541.1030029296875,543.864335123698,0.0
25/11/2013,1762.9079996744792,1770.2416625976562,1757.4699991861978,1765.4580078125,3379208666.6666665,544.198329671224,546.4759989420573,542.0863362630208,544.6823364257813,0.0
26/11/2013,1766.0313313802083,1773.4699991861978,1760.9646647135417,1768.9476725260417,3382521333.3333335,545.0336629231771,547.3923319498698,543.014335123698,545.6753356933593,0.0
27/11/2013,1769.4643310546876,1776.3536661783853,1764.3739990234376,1771.80400390625,3353435000.0,546.0303304036458,548.3949991861979,544.0110026041667,546.6980021158854,0.0
29/11/2013,1772.4149943033854,1779.0236694335938,1767.3693318684896,1774.226005045573,3291592000.0,547.1763305664062,549.5866658528646,545.2730021158854,547.8383341471355,0.0
02/12/2013,1774.7426635742188,1781.1806681315104,1769.4646647135417,1776.106005859375,3272610000.0,548.1943318684896,550.4863321940104,546.2063354492187,548.60966796875,0.0
03/12/2013,1776.572664388021,1782.9243326822916,1771.0373291015626,1777.7890055338542,3286709000.0,548.9406656901042,551.2163330078125,546.9306681315104,549.3583353678385,0.0
04/12/2013,1778.1283325195313,1784.2733357747395,1772.1243286132812,1779.0603393554688,3278699000.0,549.5940002441406,551.9966674804688,547.7156677246094,550.1680033365885,0.0
05/12/2013,1779.4799967447916,1785.625,1773.553662109375,1780.3486735026042,3266149000.0,550.5090006510417,552.8980000813802,548.6216674804688,551.0153361002605,0.0
06/12/2013,1780.8426635742187,1787.361669921875,1774.9823282877603,1782.1160074869792,3248760000.0,551.462333170573,553.7953348795573,549.5460001627604,551.9216674804687,0.0
09/12/2013,1782.515995279948,1789.0850056966146,1776.7743286132813,1783.7360066731771,3247219333.3333335,552.2583333333333,554.622001139323,550.4533325195313,552.8006673177083,0.0
10/12/2013,1784.1219930013021,1790.536006673177,1778.2436604817708,1785.0863403320313,3241714333.3333335,553.1013326009114,555.4306681315104,551.3019999186198,553.5886678059895,0.0
11/12/2013,1785.449658203125,1791.565340169271,1778.8156575520834,1785.4286743164062,3245507000.0,553.8183329264323,556.1693339029948,551.8893330891927,554.1186686197917,0.0
12/12/2013,1785.7643229166667,1791.8243408203125,1779.3169921875,1785.8350056966146,3238293666.6666665,554.332666015625,556.65,552.3916646321615,554.5626688639323,0.0
13/12/2013,1786.2556559244792,1792.2373413085938,1779.874658203125,1786.4610026041667,3212778333.3333335,554.8429992675781,557.1243326822917,552.84033203125,555.0210021972656,0.0
16/12/2013,1786.8816569010417,1793.1223388671874,1780.7006591796876,1787.2910034179688,3196898333.3333335,555.297666422526,557.6920003255208,553.3909973144531,555.6313354492188,0.0
17/12/2013,1787.650655110677,1793.7220052083333,1781.2169921875,1787.726668294271,3199403666.6666665,555.8536661783854,558.3070007324219,553.9916625976563,556.1873352050782,0.0
18/12/2013,1788.1769856770834,1795.1903361002603,1781.624658203125,1789.3160034179687,3226440000.0,556.4073343912761,558.975,554.3809956868489,556.8930013020833,0.0
19/12/2013,1789.64365234375,1796.4283365885417,1782.8563232421875,1790.6196695963542,3232277000.0,557.0320007324219,559.5906656901042,555.0229939778645,557.4813334147135,0.0
20/12/2013,1790.9653198242188,1798.0686686197917,1784.9913248697917,1792.9920003255208,3264093666.6666665,557.6483337402344,560.3456644694011,555.8613260904948,558.4516662597656,0.0
23/12/2013,1793.450321451823,1800.034334309896,1787.5009928385416,1794.904667154948,3231239333.3333335,558.7486673990885,561.4009989420573,556.996993001302,559.5049987792969,0.0
24/12/2013,1795.3856567382813,1802.0303344726562,1789.506660970052,1796.9523315429688,3190358333.3333335,559.8343343098958,562.4526652018229,558.1099934895833,560.5776652018229,0.0
26/12/2013,1797.5673217773438,1804.3989990234375,1791.9289916992188,1799.430000813802,3149066333.3333335,560.982334391276,563.5069986979166,559.2523274739583,561.650331624349,0.0
27/12/2013,1800.1873209635417,1806.4953328450522,1794.5679931640625,1801.410001627604,3106581000.0,562.1360005696614,564.4376647949218,560.3543273925782,562.497998046875,0.0
30/12/2013,1802.1446533203125,1808.1933308919272,1796.5196614583333,1803.0916666666667,3078407666.6666665,563.0683329264323,565.3603332519531,561.318994140625,563.4043314615885,0.0
31/12/2013,1803.876318359375,1809.9006632486978,1798.2446614583334,1804.7643310546875,3047008333.3333335,563.9936645507812,566.3599995930989,562.2649943033854,564.4023315429688,0.0
02/01/2014,1805.4443196614584,1811.3516642252605,1799.5693277994792,1806.1126627604167,3044077666.6666665,564.9109985351563,567.2440002441406,563.1649943033855,565.3166646321614,0.0
03/01/2014,1806.8583170572917,1812.775996907552,1801.0496622721355,1807.5626627604167,3029071666.6666665,565.8536661783854,568.1223347981771,564.0773274739583,566.218330891927,0.0
06/01/2014,1808.2823201497397,1814.1569986979166,1802.5996622721354,1809.075996907552,3035262000.0,566.7096659342448,568.9440022786458,564.948661295573,567.1279968261719,0.0
07/01/2014,1809.7886515299479,1815.588330078125,1804.1059936523438,1810.4769978841146,3043766000.0,567.6203328450521,569.8553365071615,565.8453267415365,568.0243306477864,0.0
08/01/2014,1811.1449869791666,1816.7609985351562,1805.3293294270834,1811.567997233073,3063666000.0,568.5396667480469,570.8233357747396,566.7486592610677,568.968662516276,0.0
09/01/2014,1812.2339884440105,1817.9319986979167,1806.322664388021,1812.7563313802084,3083086333.3333335,569.5013326009115,571.7853352864583,567.5946594238281,569.8176615397135,0.0
10/01/2014,1813.4736572265624,1819.0896647135417,1807.377998860677,1814.0769978841147,3080039333.3333335,570.402333577474,572.5933349609375,568.3856608072916,570.6296630859375,0.0
13/01/2014,1814.7329915364583,1820.2623291015625,1807.802998860677,1814.4759969075521,3112631333.3333335,571.1433329264323,573.3210021972657,568.8829935709635,571.0653299967448,0.0
14/01/2014,1815.1553263346354,1821.1193277994792,1808.3823323567708,1815.5783284505208,3171130333.3333335,571.5913330078125,573.9826700846354,569.3283284505209,571.7806640625,0.0
15/01/2014,1816.2876586914062,1822.4799926757812,1809.779667154948,1817.160994466146,3193876000.0,572.3466654459636,574.87900390625,570.19599609375,572.7803304036458,0.0
16/01/2014,1817.8839925130208,1824.076326497396,1811.5280029296875,1818.8523274739584,3194397000.0,573.3159993489584,575.8020039876302,571.1453287760417,573.6966634114583,0.0
17/01/2014,1819.5866577148438,1825.6176595052084,1813.3993367513021,1820.381990559896,3194916333.3333335,574.1989990234375,576.6123372395833,571.988330078125,574.473329671224,0.0
21/01/2014,1821.1943277994792,1827.500663248698,1815.0326700846354,1822.3409912109375,3209769333.3333335,575.0190002441407,577.4646708170573,572.7946634928386,575.3963297526042,0.0
22/01/2014,1823.0726603190103,1828.861661783854,1816.7833374023437,1823.666658528646,3217240666.6666665,575.8396667480469,578.2520039876302,573.5886637369791,576.1746643066406,0.0
23/01/2014,1824.2753295898438,1829.8873291015625,1817.2450073242187,1824.3363240559895,3245332333.3333335,576.5406656901042,578.8853373209636,574.1566650390625,576.8349975585937,0.0
24/01/2014,1824.9206624348958,1830.5019938151042,1816.8630086263022,1823.9253255208334,3295375666.6666665,577.207666015625,579.5176696777344,574.4819986979167,577.135331217448,0.0
27/01/2014,1824.5296630859375,1830.268994140625,1816.622676595052,1823.9033284505208,3314474333.3333335,577.517665608724,579.7756693522135,574.6809997558594,577.4013305664063,0.0
28/01/2014,1824.572664388021,1830.631660970052,1816.8630086263022,1824.4699951171874,3318847333.3333335,577.5263326009115,579.9286702473959,574.8106669108073,577.6709981282552,0.0
29/01/2014,1824.9783325195312,1830.939326985677,1816.7963419596354,1824.4326619466146,3348945666.6666665,577.6306660970052,580.0830037434896,574.9309997558594,577.81533203125,0.0
30/01/2014,1824.9680013020834,1831.1576619466146,1816.7860107421875,1824.6876586914063,3360199666.6666665,577.9299987792969,580.3373372395833,575.1980000813802,578.0573323567709,0.0
31/01/2014,1825.1150024414062,1831.3946614583333,1816.6263427734375,1824.7406575520833,3386521666.6666665,578.1473327636719,580.6233378092448,575.3316670735677,578.337333170573,0.0
03/02/2014,1825.155672200521,1830.5196614583333,1815.682010904948,1822.4486572265625,3399797333.3333335,578.4736653645833,580.8150044759115,575.4543334960938,578.0636657714844,0.0
04/02/2014,1822.9830037434897,1828.7813273111979,1813.7643432617188,1820.635323079427,3418837333.3333335,578.3096659342448,580.6380045572917,575.2300008138021,577.8566670735677,0.0
05/02/2014,1821.0826700846353,1826.515995279948,1811.3533447265625,1818.4126586914062,3381723666.6666665,578.0440002441406,580.2976725260417,574.8450012207031,577.4940002441406,0.0
06/02/2014,1818.7516682942708,1824.6596638997396,1809.022342936198,1816.593994140625,3414186000.0,577.5286661783854,579.8840047200521,574.3416687011719,577.0763326009114,0.0
07/02/2014,1817.0180013020833,1823.4833333333333,1807.2886759440105,1815.3839965820312,3496464666.6666665,577.197666422526,579.6996724446615,573.9806681315105,576.8946655273437,0.0
10/02/2014,1815.7260009765625,1822.0533325195313,1805.8510091145833,1813.9779947916666,3540794333.3333335,576.9619995117188,579.5150065104167,573.75966796875,576.7149983723958,0.0
11/02/2014,1814.3086669921875,1821.3416666666667,1804.5376749674479,1813.256327311198,3595676333.3333335,576.795332845052,579.5553405761718,573.6603352864583,576.7946655273438,0.0
12/02/2014,1813.5970011393229,1820.8110026041666,1803.7776733398437,1812.5293294270834,3630093666.6666665,576.9289998372395,579.7300069173177,573.8336669921875,576.955332438151,0.0
13/02/2014,1812.6706665039062,1820.171337890625,1802.671337890625,1811.9116617838542,3662649333.3333335,576.9789998372396,579.9223409016927,573.8583353678385,577.1503336588542,0.0
14/02/2014,1812.090665690104,1820.031005859375,1802.5996704101562,1812.1333292643228,3663787666.6666665,577.2243326822917,580.2843404134114,574.222334798177,577.5956665039063,0.0
18/02/2014,1812.28466796875,1820.1853393554688,1802.7956705729166,1812.4463297526042,3685349000.0,577.6616658528645,580.7700073242188,574.7336690266927,578.1546671549479,0.0
19/02/2014,1812.5043334960938,1820.5300048828126,1802.9043375651042,1812.5123291015625,3697573000.0,578.1823323567709,581.3526733398437,575.2740010579427,578.6550008138021,0.0
20/02/2014,1812.5220011393228,1820.6196736653646,1802.766670735677,1812.575663248698,3694014000.0,578.6089986165365,581.7346720377604,575.63466796875,579.0383341471354,0.0
21/02/2014,1812.627665201823,1820.82333984375,1802.906669108073,1812.5343302408853,3685738666.6666665,579.045664469401,582.1410054524739,575.9963338216146,579.339668782552,0.0
24/02/2014,1812.5536661783854,1821.3393391927084,1803.1200032552083,1812.8503295898438,3700184666.6666665,579.2996643066406,582.5850056966145,576.4393330891927,579.8510030110677,0.0
25/02/2014,1812.8069986979167,1821.6646728515625,1803.3786661783854,1812.9419962565105,3706179666.6666665,579.7526631673177,583.0313395182292,576.9046651204427,580.2586690266927,0.0
26/02/2014,1812.9579996744792,1821.9713419596353,1804.2166666666667,1813.8073323567708,3710359000.0,580.2246643066406,583.4610046386719,577.5333333333333,580.8853352864584,0.0
27/02/2014,1813.7426676432292,1822.480342610677,1804.8756673177083,1814.3210001627604,3716832000.0,580.7923319498698,583.8833374023437,578.090000406901,581.2840026855469,0.0
28/02/2014,1814.2293334960937,1823.049678548177,1805.1140014648438,1814.6899983723958,3721487000.0,581.1289998372396,584.1316711425782,578.2306660970052,581.433671061198,0.0
03/03/2014,1814.552335611979,1823.3726806640625,1804.9186645507812,1814.6846638997397,3719384000.0,581.1626647949219,584.149003092448,578.1113321940104,581.4243387858073,0.0
04/03/2014,1814.7190022786458,1824.379012044271,1805.3853312174479,1815.8583333333333,3724039000.0,581.3899983723958,584.4710021972656,578.4239990234375,581.8266723632812,0.0
05/03/2014,1815.819002278646,1825.2863444010416,1806.6763305664062,1816.8586669921874,3711056333.3333335,581.7199971516927,584.8013366699219,578.8433329264323,582.1500061035156,0.0
06/03/2014,1816.801338704427,1826.455342610677,1807.7863321940104,1817.9310017903647,3710599000.0,582.0606648763021,585.1460021972656,579.1906677246094,582.476005045573,0.0
07/03/2014,1818.0090047200522,1827.8313395182292,1809.4696655273438,1819.583671061198,3697015333.3333335,582.4886657714844,585.5773356119792,579.5809997558594,582.813671875,0.0
10/03/2014,1819.705672200521,1829.528340657552,1812.0279988606771,1822.4796712239583,3643778666.6666665,582.8466654459636,585.989668782552,580.2329996744792,583.5296712239583,0.0
11/03/2014,1822.6133382161458,1832.4073404947917,1815.0613321940104,1825.3486694335938,3622018666.6666665,583.593330891927,586.7933349609375,581.1496663411458,584.4043375651041,0.0
12/03/2014,1825.3850056966146,1834.891007486979,1817.557666015625,1827.872001139323,3616453000.0,584.6556640625,587.832334391276,582.1396667480469,585.4536702473958,0.0
13/03/2014,1828.0153401692708,1837.6993408203125,1819.9380004882812,1830.2766682942708,3606685333.3333335,585.8429972330729,588.964668782552,583.0269999186198,586.3686686197917,0.0
14/03/2014,1830.278670247396,1839.4883382161458,1822.017997233073,1831.8413370768228,3597950333.3333335,586.5066650390625,589.5883341471355,583.6390014648438,586.874668375651,0.0
17/03/2014,1832.0096720377603,1841.7690063476562,1824.3696655273438,1834.3826700846355,3557977000.0,587.1446655273437,590.2806660970052,584.3566691080729,587.5953348795573,0.0
18/03/2014,1834.551005045573,1844.7333414713542,1828.3449991861978,1838.7280029296876,3498115333.3333335,587.8813313802083,591.2269999186198,585.5236694335938,588.9946695963541,0.0
19/03/2014,1838.8320068359376,1848.580342610677,1831.8960001627604,1842.2470052083333,3472142000.0,589.1943318684896,592.5063334147136,586.6950032552083,590.1926696777343,0.0
20/03/2014,1842.389005533854,1852.5036743164062,1835.7863321940104,1846.2593383789062,3450250333.3333335,590.4219991048177,593.8223327636719,588.0043375651042,591.5190043131511,0.0
21/03/2014,1846.440340169271,1856.1673380533855,1839.4686645507813,1849.3623372395834,3498427000.0,591.8013326009115,595.0300008138021,589.1733378092448,592.5323384602865,0.0
24/03/2014,1849.495674641927,1858.6776692708333,1841.9246622721355,1851.3763346354167,3486194000.0,592.780332438151,595.8920003255208,589.9153381347656,593.2003377278646,0.0
25/03/2014,1851.6050089518228,1861.0753377278645,1844.0623291015625,1853.569002278646,3482474000.0,593.5586669921875,596.6933329264323,590.6020039876302,593.9513366699218,0.0
26/03/2014,1853.8263427734375,1862.821337890625,1845.800663248698,1854.6626708984375,3475189666.6666665,594.3429992675781,597.3096659342448,591.0566711425781,594.2180033365886,0.0
27/03/2014,1854.89267578125,1863.7880045572917,1846.6719970703125,1855.6553385416667,3488758000.0,594.569999186198,597.4809977213541,591.0950052897135,594.3050028483073,0.0
28/03/2014,1856.06767578125,1865.0006713867188,1848.0336629231772,1856.5816731770833,3477625000.0,594.8133341471354,597.6266642252605,591.3186706542969,594.3100016276042,0.0
31/03/2014,1857.0910115559896,1866.118339029948,1849.1526652018229,1857.7053385416666,3482943333.3333335,594.9403340657552,597.8013305664062,591.4813374837239,594.4353352864583,0.0
01/04/2014,1858.2553426106772,1867.5506713867187,1850.450996907552,1859.1973388671875,3480112666.6666665,595.0926676432292,598.1249959309896,591.6783365885417,594.8010030110677,0.0
02/04/2014,1859.8456746419272,1869.0730061848958,1852.3443318684897,1861.2690063476562,3462449000.0,595.5473347981771,598.485996500651,592.0843363444011,595.2660034179687,0.0
03/04/2014,1861.9186767578126,1870.77333984375,1854.2800008138022,1862.9020060221353,3450803000.0,596.0503336588541,598.9559977213542,592.4653361002604,595.5563354492188,0.0
04/04/2014,1863.5580118815103,1872.478340657552,1855.202001953125,1863.8633382161458,3456798666.6666665,596.3776672363281,599.2849975585938,592.3323364257812,595.4656677246094,0.0
07/04/2014,1864.4626790364584,1872.6560099283854,1855.3586669921874,1863.7776733398437,3449699000.0,596.227001953125,599.0446634928386,592.009336344401,595.1263346354167,0.0
08/04/2014,1864.390010579427,1872.7240071614583,1855.2686686197917,1864.0056722005208,3456562000.0,595.9033345540364,598.8716634114584,591.7426696777344,595.0163350423177,0.0
09/04/2014,1864.6183430989583,1873.3833414713542,1855.659334309896,1864.906339518229,3442959333.3333335,595.8213338216145,598.9533304850261,591.7110026041667,595.1880025227864,0.0
10/04/2014,1865.5310099283854,1873.9833414713542,1855.317333984375,1864.199336751302,3450003333.3333335,596.0139994303386,598.9879984537761,591.3740010579427,594.7260009765625,0.0
11/04/2014,1864.7153442382812,1872.888338216146,1854.2069986979166,1862.7406697591146,3444203666.6666665,595.397998046875,598.4396647135417,590.8436686197916,594.059999593099,0.0
