Date,"('^GSPC', 'Open')","('^GSPC', 'High')","('^GSPC', 'Low')","('^GSPC', 'Close')","('^GSPC', 'Volume')",Bollinger_Bands_Upper,Bollinger_Bands_Middle,Bollinger_Bands_Lower,DEMA,Midpoint,Midpoint_Price,T3_Moving_Average,ADX,Absolute_Price_Oscillator,Aroon_Up,Aroon_Down,Aroon_Oscillator,Balance_of_Power,CCI,Chande_Momentum_Oscillator,MACD,MACD_Signal,MACD_Histogram,Money_Flow_Index,Normalized_Average_True_Range,Chaikin_A/D_Line,Chaikin_A/D_Oscillator,Median_Price,Typical_Price,Weighted_Closing_Price,Hilbert_Dominant_Cycle_Phase,Hilbert_Phasor_Components_Inphase,Hilbert_Phasor_Components_Quadrature,Hilbert_SineWave,Hilbert_LeadSineWave,Hilbert_Trend_vs_Cycle_Mode,Open,High,Low,Close,Volume,M2,S&P CoreLogic Case-Shiller U.S. National Home Price Index,All-Transactions House Price Index for the United States,M1,Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,"Trade Balance: Goods and Services, Balance of Payments Basis",New Privately-Owned Housing Units Started: Total Units,Domestic Auto Production,New One Family Houses Sold
2010-02-17,1096.1400146484375,1101.030029296875,1094.719970703125,1099.510009765625,4259230000,8.794159570239945,7.903499960899353,7.012840351558761,7.8014373772932295,8.045000076293945,8.069999933242798,7.4811879100585585,54.24699877410433,-0.42846151804312793,50.0,7.14285714285714,-42.85714285714286,-0.3076923076923066,107.30243541707156,-6.99994770412972,-0.30414483504821455,-0.40168644517347674,0.09754161012526219,54.44851045023989,0.3545318426055083,-56957328.60429619,10657538.044741541,8.065000057220459,8.056666533152262,8.049999833106995,1.4698195079668928,8.02999973297115,79.25273456241055,0.9949061714284663,0.7747850170913386,0,8.109999656677246,8.199999809265137,7.940000057220459,8.029999732971191,12019200,8527.6,145.632,326.15,1699.8,216.741,-41504.0,604.0,232.1,336.0
2010-02-18,1099.030029296875,1108.239990234375,1097.47998046875,1106.75,3878620000,8.624417805994408,7.857499957084656,7.090582108174902,7.843805982628965,7.989999771118164,7.974999904632568,7.50909840955768,51.313915292792906,-0.38519228421724705,42.85714285714286,0.0,-42.85714285714286,-0.14285811599402243,78.65410682043034,-10.124733866340007,-0.27475228934482665,-0.37629961400774675,0.1015473246629201,57.73283770263506,0.34420814228704144,-60451865.109579995,7957704.541952923,8.045000076293945,7.966666539510091,7.9624998569488525,1.469122723976596,7.949999809265137,77.92176396172752,0.994835690392224,0.7752253530812079,1,7.980000019073486,8.079999923706055,7.869999885559082,7.949999809265137,14677000,8527.6,145.632,326.15,1699.8,216.741,-41504.0,604.0,232.1,336.0
2010-02-19,1105.489990234375,1112.4200439453125,1100.800048828125,1109.1700439453125,3944280000,8.358964062860233,7.804499959945678,7.250035857031124,7.869067413221351,7.93999981880188,7.9049999713897705,7.547393780286647,48.92989893559702,-0.3558333195172825,35.71428571428571,85.71428571428572,50.000000000000014,0.6470583285415765,55.34023507600348,-10.930466547768306,-0.2501883014249735,-0.3510773514911921,0.10088905006621862,63.91279805444793,0.3317646749420233,-58067373.13560976,6888501.505988739,8.004999876022339,7.913333257039388,7.917499899864197,1.4692738016095737,7.929999828338601,77.84220011077635,0.9948510131947009,0.7751299107942913,0,7.820000171661377,7.989999771118164,7.820000171661377,7.929999828338623,8107300,8527.6,145.632,326.15,1699.8,216.741,-41504.0,604.0,232.1,336.0
2010-02-22,1110.0,1112.2900390625,1105.3800048828125,1108.010009765625,3814440000,8.360609165758216,7.805499958992004,7.250390752225792,7.878074985284199,7.914999961853027,7.914999961853027,7.5903679808777476,46.75113584841086,-0.30025640206459325,28.57142857142857,78.57142857142857,50.0,-0.3529406814841392,51.6309089481897,-12.201942608992239,-0.23048500410170814,-0.3269588820132953,0.09647387791158718,57.686321398244566,0.32021006075287484,-59780657.116693355,5279737.042205095,7.9649999141693115,7.910000006357829,7.9075000286102295,1.4680553630552458,7.900000095367427,76.6216661436908,0.9947267881734164,0.7758991470027573,1,7.960000038146973,8.0,7.829999923706055,7.900000095367432,9708700,8527.6,145.632,326.15,1699.8,216.741,-41504.0,604.0,232.1,336.0
2010-02-23,1107.489990234375,1108.5799560546875,1092.1800537109375,1094.5999755859375,4521050000,8.332464947658115,7.791499972343445,7.250534997028774,7.84846596410112,7.8450000286102295,7.815000057220459,7.631583850164333,45.36794719368518,-0.20371794700622559,21.42857142857143,71.42857142857143,50.0,-0.4799995422363268,22.30445902415584,-16.88693423837395,-0.2211962774866052,-0.30580636110795734,0.08461008362135214,50.29957320475199,0.3151950564133838,-62894008.99314294,3151018.0697682723,7.93999981880188,7.8066666920979815,7.802500009536743,1.4691708124666891,7.789999961852965,76.38990876537527,0.994840570152411,0.7751949754179348,0,7.909999847412109,7.940000057220459,7.690000057220459,7.789999961853027,15566700,8527.6,145.632,326.15,1699.8,216.741,-41504.0,604.0,232.1,336.0
2010-02-24,1095.8900146484375,1106.4200439453125,1095.5,1105.239990234375,4168360000,8.326096412223109,7.789499974250793,7.2529035362784775,7.912662777575928,7.920000076293945,7.93500018119812,7.6739582089388705,43.06390218260313,-0.11499997591361044,14.28571428571429,64.28571428571428,49.999999999999986,0.8181807673023044,67.82422630815843,-2.909014766423579,-0.19065727082623063,-0.28277654305161204,0.09211927222538141,56.7048658992034,0.3162525809940859,-51363494.75957105,5662522.285383508,7.93999981880188,7.973333517710368,7.992500185966492,1.4640819327139678,8.050000190734817,75.14843088211883,0.9943114205670459,0.778399681625757,1,7.78000020980835,8.100000381469727,7.769999980926514,8.050000190734863,16543800,8527.6,145.632,326.15,1699.8,216.741,-41504.0,604.0,232.1,336.0
2010-02-25,1101.239990234375,1103.5,1086.02001953125,1102.93994140625,4521130000,8.279818034172354,7.774499988555908,7.269181942939462,7.9072849145521635,7.9700000286102295,7.754999876022339,7.714131001467578,41.5958534566666,-0.03275638971573258,7.14285714285714,57.14285714285714,50.0,0.03703612130031815,8.284485890720843,-10.03860490027295,-0.17732152485492403,-0.26168553941227446,0.08436401455735043,59.14554409190293,0.32437741843563556,-30407894.75957107,12842871.984009407,7.919999837875366,7.799999872843425,7.822499871253967,1.466291537333064,7.889999866485538,75.22388287499693,0.9945443424194236,0.7770106612301183,0,7.880000114440918,7.889999866485596,7.619999885559082,7.889999866485596,20955600,8527.6,145.632,326.15,1699.8,216.741,-41504.0,604.0,232.1,336.0
2010-02-26,1103.0999755859375,1107.239990234375,1097.56005859375,1104.489990234375,3945190000,8.282812509904087,7.775999975204468,7.269187440504849,7.909725014881662,7.8999998569488525,7.819999933242798,7.750776350025941,39.83418177655318,0.03500001247112561,0.0,50.0,50.0,0.2857137991461221,14.036776259655527,-8.961514417390472,-0.16325709263990618,-0.2419998500578008,0.07874275741789463,69.23542949419235,0.3212076178194009,-19424570.60693562,18107448.00164861,7.909999847412109,7.849999904632568,7.864999890327454,1.4639629294716934,7.909999847412065,73.75861722974012,0.9942987382571591,0.7784743826619536,0,7.829999923706055,7.960000038146973,7.679999828338623,7.909999847412109,17085200,8527.6,145.632,326.15,1699.8,216.741,-41504.0,604.0,232.1,336.0
2010-03-01,1105.3599853515625,1116.1099853515625,1105.3599853515625,1115.7099609375,3847640000,8.332700795235622,7.813499975204468,7.294299155173313,8.0105411726189,8.059999942779541,8.09500002861023,7.790252427236307,36.66700699923422,0.11250001650590136,0.0,100.0,100.0,0.8709678411732042,138.86791805504217,5.915087175561788,-0.1264458317559587,-0.2188890463974324,0.0924432146414737,68.15262287536217,0.32254994173143586,-8402374.109997386,22122069.07592239,7.909999847412109,8.133333365122477,8.152500033378601,1.4597911830079227,8.210000038146998,73.65650302221938,0.9938452528943915,0.781086107709827,0,7.940000057220459,8.25,7.940000057220459,8.210000038146973,14856000,8523.7,145.858,326.15,1711.9,217.631,-40271.0,636.0,224.0,381.0
2010-03-02,1117.010009765625,1123.4599609375,1116.510009765625,1118.31005859375,4134680000,8.407618109034447,7.8334999799728395,7.2593818509112324,8.140821728739448,8.295000076293945,8.445000171661377,7.838128664697223,34.82551399772006,0.1382692440962181,0.0,100.0,100.0,0.16129071953091653,234.8188004608713,13.15122096265091,-0.08260286250712845,-0.19163180961937162,0.10902894711224317,69.31108873639485,0.3273678275593872,-19098475.49928363,18350011.884632185,7.909999847412109,8.423333485921225,8.412500143051147,1.4560466689379772,8.380000114440955,72.70772540503351,0.9934234791171839,0.7834187882340996,1,8.329999923706055,8.600000381469727,8.289999961853027,8.380000114440918,25506100,8523.7,145.858,326.15,1711.9,217.631,-40271.0,636.0,224.0,381.0
